NAICS,CHP and/or Cogeneration Process,Conventional Boiler Use,Conventional Electricity Generation,Electro-Chemical Processes,Facility HVAC,Facility Lighting,Machine Drive,Onsite Transportation,Other Facility Support,Other Nonprocess Use,Other Process Use,Process Cooling and Refrigeration,Process Heating,Total,,,,,,
332913,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
332919,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
33299,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
332991,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
332992,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
332993,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
332994,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
332995,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
332996,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
332997,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
332998,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
332999,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
333,0,0.1,0,0,0.4,0,0,0,0,0,0,0,0.4,1,,,,,,
3331,0.1,0.1,0,0,0.2,0,0,0,0,0,0,0,0.6,1,,,,,,
3331,0.1,0.1,0,0,0.2,0,0,0,0,0,0,0,0.6,1,,,,,,
33311,0.1,0.1,0,0,0.2,0,0,0,0,0,0,0,0.6,1,,,,,,
333111,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
333112,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
333120,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
33313,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
333131,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
333132,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.7,1,,,,,,
3332,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
3332,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333210,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333220,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
33324,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333241,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333242,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333243,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333244,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333249,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
33329,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333291,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333292,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333293,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333294,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333295,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333298,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
3333,0.1,0.1,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
3333,0.1,0.1,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
333310,0.1,0.1,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
333311,0.1,0.1,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
333312,0.1,0.1,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
333313,0.1,0.1,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
333314,0,0.1,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
333315,0.1,0.1,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
333316,0,0.1,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
333318,0,0.1,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
333319,0.1,0.1,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
3334,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
3334,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
33341,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333411,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333412,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333413,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333414,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333415,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
3335,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
3335,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
33351,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333511,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333512,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333513,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333514,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333515,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333516,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333517,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333518,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333519,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
3336,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333611,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333612,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333613,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333618,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
3339,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
3339,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
33391,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333911,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333912,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333913,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333914,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
33392,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333921,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333922,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333923,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333924,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
33399,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333991,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333992,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333993,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333994,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333995,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333996,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333997,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
333999,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
334,0.1,0.4,0,0,0.4,0,0,0,0,0,0,0,0.1,1,,,,,,
3341,0.1,0.3,0,0,0.5,0,0,0,0,0,0,0,0.2,1,,,,,,
3341,0.1,0.3,0,0,0.5,0,0,0,0,0,0,0,0.2,1,,,,,,
33411,0.1,0.3,0,0,0.5,0,0,0,0,0,0,0,0.2,1,,,,,,
334111,0,0.3,0,0,0.5,0,0,0,0,0,0,0,0.2,1,,,,,,
334112,0,0.3,0,0,0.5,0,0,0,0,0,0,0,0.2,1,,,,,,
334113,0.1,0.3,0,0,0.5,0,0,0,0,0,0,0,0.2,1,,,,,,
334118,0,0.3,0,0,0.5,0,0,0,0,0,0,0,0.2,1,,,,,,
334119,0.1,0.3,0,0,0.5,0,0,0,0,0,0,0,0.2,1,,,,,,
3342,0.1,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
3342,0.1,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
334210,0,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
334220,0.1,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
334290,0,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
3343,0.1,0.3,0,0,0.4,0,0,0,0,0,0,0,0.1,1,,,,,,
3343,0.1,0.3,0,0,0.4,0,0,0,0,0,0,0,0.1,1,,,,,,
334310,0.2,0.3,0,0,0.4,0,0,0,0,0,0,0,0.1,1,,,,,,
3344,0.1,0.4,0,0,0.3,0,0,0,0,0,0.1,0,0.1,1,,,,,,
3344,0.1,0.4,0,0,0.3,0,0,0,0,0,0.1,0,0.1,1,,,,,,
33441,0.1,0.4,0,0,0.3,0,0,0,0,0,0.1,0,0.1,1,,,,,,
334411,0.1,0.4,0,0,0.3,0,0,0,0,0,0.1,0,0.1,1,,,,,,
334412,0,0.5,0,0,0.3,0,0,0,0,0,0.1,0,0.1,1,,,,,,
334413,0,0.4,0,0,0.3,0,0,0,0,0,0.1,0,0.1,1,,,,,,
334414,0.1,0.4,0,0,0.3,0,0,0,0,0,0.1,0,0.1,1,,,,,,
334415,0.1,0.4,0,0,0.3,0,0,0,0,0,0.1,0,0.1,1,,,,,,
334416,0,0.5,0,0,0.3,0,0,0,0,0,0.1,0,0.1,1,,,,,,
334417,0,0.5,0,0,0.3,0,0,0,0,0,0.1,0,0.1,1,,,,,,
334418,0,0.5,0,0,0.3,0,0,0,0,0,0.1,0,0.1,1,,,,,,
334419,0,0.5,0,0,0.3,0,0,0,0,0,0.1,0,0.1,1,,,,,,
3345,0.1,0.3,0,0,0.4,0,0,0,0,0,0,0,0.1,1,,,,,,
3345,0.1,0.3,0,0,0.4,0,0,0,0,0,0,0,0.1,1,,,,,,
334510,0,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
334511,0,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
334512,0,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
334513,0,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
334514,0,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
334515,0,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
334516,0,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
334517,0,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
334518,0.1,0.3,0,0,0.4,0,0,0,0,0,0,0,0.1,1,,,,,,
334519,0,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
3346,0.1,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
334611,0.1,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
334612,0.1,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
334613,0,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
334614,0,0.3,0,0,0.5,0,0,0,0,0,0,0,0.1,1,,,,,,
335,0.1,0.1,0,0,0.3,0,0,0,0,0,0,0,0.5,1,,,,,,
3351,0.1,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
3351,0.1,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
335110,0,0.3,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
33512,0,0.3,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
335121,0,0.3,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
335122,0,0.3,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
335129,0.1,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
3352,0.1,0.1,0,0,0.2,0,0,0,0,0,0,0,0.5,1,,,,,,
335210,0,0.1,0,0,0.3,0,0,0,0,0,0,0,0.6,1,,,,,,
335211,0.1,0.1,0,0,0.2,0,0,0,0,0,0,0,0.5,1,,,,,,
335212,0.1,0.1,0,0,0.2,0,0,0,0,0,0,0,0.5,1,,,,,,
335220,0,0.1,0,0,0.3,0,0,0,0,0,0,0,0.6,1,,,,,,
335221,0,0.1,0,0,0.3,0,0,0,0,0,0,0,0.6,1,,,,,,
335222,0,0.1,0,0,0.3,0,0,0,0,0,0,0,0.6,1,,,,,,
335224,0,0.1,0,0,0.3,0,0,0,0,0,0,0,0.6,1,,,,,,
335228,0,0.1,0,0,0.3,0,0,0,0,0,0,0,0.6,1,,,,,,
3353,0.1,0.1,0,0,0.2,0,0,0,0,0,0,0,0.5,1,,,,,,
3353,0.1,0.1,0,0,0.2,0,0,0,0,0,0,0,0.5,1,,,,,,
33531,0.1,0.1,0,0,0.2,0,0,0,0,0,0,0,0.5,1,,,,,,
335311,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.6,1,,,,,,
335312,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.6,1,,,,,,
335313,0.1,0.1,0,0,0.2,0,0,0,0,0,0,0,0.5,1,,,,,,
335314,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.6,1,,,,,,
3359,0.1,0.1,0,0,0.2,0,0,0,0,0,0,0,0.5,1,,,,,,
3359,0.1,0.1,0,0,0.2,0,0,0,0,0,0,0,0.5,1,,,,,,
335910,0.1,0.1,0,0,0.2,0,0,0,0,0,0,0,0.6,1,,,,,,
335911,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.6,1,,,,,,
335912,0,0.1,0,0,0.3,0,0,0,0,0,0,0,0.6,1,,,,,,
33592,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.6,1,,,,,,
335921,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.6,1,,,,,,
335929,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.6,1,,,,,,
33593,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.6,1,,,,,,
335931,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.6,1,,,,,,
335932,0,0.1,0,0,0.3,0,0,0,0,0,0,0,0.6,1,,,,,,
33599,0,0.1,0,0,0.3,0,0,0,0,0,0,0,0.6,1,,,,,,
335991,0,0.1,0,0,0.3,0,0,0,0,0,0,0,0.6,1,,,,,,
335999,0.2,0.1,0,0,0.2,0,0,0,0,0,0,0,0.5,1,,,,,,
336,0.2,0.2,0,0,0.3,0,0,0,0,0,0,0,0.2,1,,,,,,
3361,0.1,0.1,0,0,0.2,0,0,0,0.1,0,0,0,0.5,1,,,,,,
3361,0.1,0.1,0,0,0.2,0,0,0,0.1,0,0,0,0.5,1,,,,,,
336110,0.1,0.1,0,0,0.2,0,0,0,0.1,0,0,0,0.5,1,,,,,,
336111,0.1,0.1,0,0,0.2,0,0,0,0.1,0,0,0,0.5,1,,,,,,
336112,0,0.1,0,0,0.2,0,0,0,0.1,0,0,0,0.6,1,,,,,,
336120,0,0.1,0,0,0.2,0,0,0,0.1,0,0,0,0.6,1,,,,,,
3362,0.1,0.1,0,0,0.3,0,0,0,0,0,0.1,0,0.3,1,,,,,,
33621,0.1,0.1,0,0,0.3,0,0,0,0,0,0.1,0,0.3,1,,,,,,
336211,0.1,0.1,0,0,0.3,0,0,0,0,0,0.1,0,0.4,1,,,,,,
336212,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
336213,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
336214,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
3363,0.1,0.1,0,0,0.3,0,0,0,0,0,0.1,0,0.3,1,,,,,,
3363,0.1,0.1,0,0,0.3,0,0,0,0,0,0.1,0,0.3,1,,,,,,
336310,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
336311,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
336312,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
336320,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
336321,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
336322,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
336330,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
336340,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
336350,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
336360,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
336370,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
336390,0.2,0.1,0,0,0.3,0,0,0,0,0,0.1,0,0.3,1,,,,,,
336391,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
336399,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
3364,0.2,0.3,0,0,0.3,0,0,0,0,0,0,0,0.2,1,,,,,,
3364,0.2,0.3,0,0,0.3,0,0,0,0,0,0,0,0.2,1,,,,,,
33641,0.2,0.3,0,0,0.3,0,0,0,0,0,0,0,0.2,1,,,,,,
336411,0.1,0.3,0,0,0.4,0,0,0,0,0,0,0,0.2,1,,,,,,
336412,0,0.3,0,0,0.4,0,0,0,0,0,0,0,0.2,1,,,,,,
336413,0.1,0.3,0,0,0.4,0,0,0,0,0,0,0,0.2,1,,,,,,
336414,0,0.3,0,0,0.4,0,0,0,0,0,0,0,0.2,1,,,,,,
336415,0,0.3,0,0,0.4,0,0,0,0,0,0,0,0.2,1,,,,,,
336419,0,0.3,0,0,0.4,0,0,0,0,0,0,0,0.2,1,,,,,,
3365,0.2,0.2,0,0,0.3,0,0,0,0,0,0,0,0.2,1,,,,,,
336510,0,0.3,0,0,0.4,0,0,0,0,0,0,0,0.2,1,,,,,,
3366,0.1,0.1,0,0,0.3,0,0,0,0,0,0.1,0,0.3,1,,,,,,
3366,0.1,0.1,0,0,0.3,0,0,0,0,0,0.1,0,0.3,1,,,,,,
33661,0.1,0.1,0,0,0.3,0,0,0,0,0,0.1,0,0.3,1,,,,,,
336611,0.1,0.1,0,0,0.3,0,0,0,0,0,0.1,0,0.3,1,,,,,,
336612,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
3369,0.1,0.1,0,0,0.3,0,0,0,0,0,0.1,0,0.3,1,,,,,,
3369,0.1,0.1,0,0,0.3,0,0,0,0,0,0.1,0,0.3,1,,,,,,
336991,0.1,0.1,0,0,0.3,0,0,0,0,0,0.1,0,0.4,1,,,,,,
336992,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
336999,0,0.1,0,0,0.4,0,0,0,0,0,0.1,0,0.4,1,,,,,,
337,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
3371,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
3371,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
337110,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
33712,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
337121,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
337122,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,1,,,,,,
337124,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,1,,,,,,
337125,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,1,,,,,,
337127,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,1,,,,,,
337129,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
3372,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
3372,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
33721,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
337211,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
337212,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
337214,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,1,,,,,,
337215,0,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
3379,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
3379,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
337910,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
337920,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0.4,1,,,,,,
339,0.2,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
3391,0.2,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
3391,0.2,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
33911,0.2,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
339111,0.2,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
339112,0.1,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
339113,0.1,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
339114,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
339115,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
339116,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
3399,0.2,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
3399,0.2,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
339910,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
339911,0.1,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
339912,0.1,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
339913,0.1,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
339914,0.1,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
339920,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
339930,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
339931,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
339932,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
339940,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
339941,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
339942,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
339943,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
339944,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
339950,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
33999,0.1,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
339991,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
339992,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0.3,1,,,,,,
339993,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
339994,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
339995,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
339999,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0.3,1,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
