VALID NAICS,NAICS Title,SubCategory,Heat,Cool,WH,Cook,Misc.,Proc.,Total
72121,RV (Recreational Vehicle) Parks and Recreational Camps,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
721211,RV (Recreational Vehicle) Parks and Campgrounds,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
721214,Recreational and Vacation Camps (except Campgrounds),Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
81,Other Services,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
811,Repair and Maintenance,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
8111,Automotive Repair and Maintenance,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
8111,Automotive Repair and Maintenance,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
81111,Automotive Mechanical and Electrical Repair and Maintenance,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
811111,General Automotive Repair,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
811112,Automotive Exhaust System Repair,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
811113,Automotive Transmission Repair,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
811118,Other Automotive Mechanical and Electrical Repair and Maintenance,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
81112,"Automotive Body, Paint, Interior, and Glass Repair",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
811121,"Automotive Body, Paint, and Interior Repair and Maintenance",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
811122,Automotive Glass Replacement Shops,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
81119,Other Automotive Repair and Maintenance,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
811191,Automotive Oil Change and Lubrication Shops,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
811192,Car Washes,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
811198,All Other Automotive Repair and Maintenance,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
8113,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
8113,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
8114,Personal and Household Goods Repair and Maintenance,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
8114,Personal and Household Goods Repair and Maintenance,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
81141,Home and Garden Equipment and Appliance Repair and Maintenance,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
811411,Home and Garden Equipment Repair and Maintenance,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
811412,Appliance Repair and Maintenance,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
811420,Reupholstery and Furniture Repair,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
811430,Footwear and Leather Goods Repair,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
811490,Other Personal and Household Goods Repair and Maintenance,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
812,Personal and Laundry Services,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
8121,Personal Care Services,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
8121,Personal Care Services,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
81211,"Hair, Nail, and Skin Care Services",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
812111,Barber Shops,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
812112,Beauty Salons,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
812113,Nail Salons,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
