tract_geoid_2019,<60,60,61 - 89,90,91 - 149,150,>150
06057000402,0,0,0,1,0,1,0
06057000501,1,22,0,7,0,2,0
06057000502,1,18,0,7,0,3,0
06057000600,1,32,0,17,0,3,0
06057000802,1,11,0,3,0,0,0
06057000900,0,3,0,1,0,0,0
06057001203,0,0,0,4,0,1,0
06057001204,0,2,0,6,0,1,0
06057001206,0,6,0,7,0,1,0
06059001101,0,7,0,4,0,0,0
06059001102,0,9,0,3,0,0,0
06059001103,0,49,0,33,0,0,0
06059001201,10,43,0,16,0,1,0
06059001202,8,28,0,12,0,2,0
06059001301,0,5,0,3,0,0,0
06059001303,1,8,0,0,0,0,0
06059001304,2,26,0,12,0,0,0
06059001401,0,29,0,21,0,0,0
06059001402,0,43,0,18,0,0,0
06059001404,2,28,0,13,0,0,0
06059001501,0,0,0,0,0,0,0
06059001503,0,23,0,9,0,1,0
06059001504,5,31,0,28,0,3,0
06059001505,2,23,0,16,0,0,0
06059001506,0,2,0,1,0,0,0
06059001507,0,1,0,6,0,0,0
06059001601,0,8,0,5,0,0,0
06059001602,0,1,0,1,0,0,0
06059001704,0,24,0,6,0,0,0
06059001705,0,26,0,11,0,0,0
06059001706,0,5,0,5,0,0,0
06059001707,0,0,0,0,0,0,0
06059001801,10,68,0,24,0,1,0
06059001802,2,71,0,33,0,4,0
06059001901,0,6,0,9,0,0,0
06059001902,0,5,0,1,0,0,0
06059001903,0,11,0,8,0,0,0
06059011000,5,23,0,6,0,0,0
06059011101,0,32,0,29,0,0,0
06059011102,0,2,0,0,0,1,0
06059011200,8,63,0,13,0,0,0
06059011300,3,75,0,18,0,2,0
06059011401,2,9,0,5,0,0,0
06059011403,5,57,0,30,0,0,0
06059011502,0,42,0,29,0,0,0
06059011504,0,15,0,4,0,0,0
06059011601,3,80,0,33,0,2,0
06059011602,3,65,0,19,0,0,0
06059011707,0,0,0,4,0,0,0
06059011708,0,30,0,22,0,1,0
06059011711,0,86,0,50,0,0,0
06059011712,1,22,0,14,0,0,0
06059011714,0,14,0,3,0,0,0
06059011715,0,0,0,1,0,0,0
06059011717,0,17,0,8,0,0,0
06059011720,2,87,0,34,0,1,0
06059011721,6,83,0,23,0,2,0
06059011722,0,2,0,2,0,0,0
06059021802,0,13,0,8,0,2,0
06059021807,0,1,0,0,0,0,0
06059021809,0,11,0,5,0,0,0
06059021812,0,0,0,0,0,0,1
06059021813,0,0,0,0,0,0,0
06059021814,0,5,0,0,0,0,0
06059021815,0,2,0,0,0,0,0
06059021820,0,0,0,0,0,0,0
06059021821,0,21,0,12,0,1,0
06059021822,0,3,0,0,0,0,0
06059021826,0,0,0,0,0,0,0
06059021827,0,0,0,0,0,0,0
06059021903,0,4,0,0,0,0,0
06059021905,0,0,0,0,0,1,0
06059021912,0,1,0,0,0,0,0
06059021913,2,10,0,6,0,2,0
06059021914,1,46,0,13,0,1,0
06059021916,0,0,0,0,0,0,0
06059021922,0,0,0,0,0,0,0
06059021924,0,0,0,0,0,0,0
06059032002,0,0,0,0,0,0,0
06059032013,0,0,0,0,0,1,0
06059032014,0,0,0,1,0,0,0
06059032015,0,1,0,0,0,0,0
06059032020,0,0,0,0,0,0,0
06059032022,0,0,0,0,0,0,0
06059032023,0,0,0,1,0,0,0
06059032027,0,14,0,4,0,0,0
06059032033,0,0,0,0,0,0,0
06059032039,0,0,0,0,0,0,0
06059032042,0,0,0,8,0,1,0
06059032044,0,1,0,0,0,0,0
06059032047,0,0,0,0,0,0,0
06059032049,0,0,0,0,0,0,0
06059032051,0,0,0,0,0,0,0
06059032053,0,0,0,0,0,0,0
06059032054,0,0,0,0,0,0,0
06059032055,0,0,0,0,0,0,0
06059032056,0,0,0,0,0,0,0
06059032057,0,0,0,0,0,0,0
06059032058,0,0,0,0,0,1,0
06059032059,0,0,0,0,0,0,0
06059042103,7,140,0,117,0,6,0
06059042107,10,170,0,120,0,3,0
06059042108,10,335,0,236,0,13,0
06059042109,0,0,0,0,0,0,0
06059042112,0,0,0,0,0,0,0
06059042113,0,9,0,3,0,0,0
06059042114,0,48,0,50,0,7,0
06059042201,2,166,0,122,0,5,0
06059042203,0,0,0,1,0,0,0
06059042205,0,54,0,9,0,0,0
06059042206,0,2,0,4,0,0,0
06059042305,7,31,0,7,0,0,0
06059042307,0,1,0,1,0,0,0
06059042310,0,42,0,22,0,0,0
06059042311,0,27,0,11,0,0,0
06059042312,2,11,0,2,0,0,0
06059042313,3,347,0,161,0,9,0
06059042315,0,0,0,1,0,1,0
06059042317,0,0,0,0,0,0,0
06059042320,0,0,0,0,0,0,0
06059042323,0,6,0,3,0,0,0
06059042324,0,1,0,0,0,1,0
06059042325,0,0,0,0,0,0,0
06059042326,0,0,0,0,0,1,0
06059042329,0,1,0,0,0,0,0
06059042330,0,0,0,0,0,0,0
06059042331,0,0,0,0,0,0,0
06059042333,0,0,0,0,0,1,0
06059042334,0,0,0,1,0,0,0
06059042335,0,0,0,0,0,0,0
06059042336,0,0,0,1,0,0,0
06059042338,0,0,0,1,0,0,0
06059042339,0,51,0,14,0,0,0
06059052404,0,0,0,0,0,0,0
06059052410,0,0,0,0,0,0,0
06059052411,0,33,0,5,0,0,0
06059052416,0,1,0,0,0,0,0
06059052418,0,0,0,2,0,2,0
06059052420,0,0,0,0,0,1,0
06059052422,0,0,0,0,0,0,0
06059052423,0,0,0,0,0,0,0
06059052424,0,0,0,0,0,0,0
06059052425,0,0,0,0,0,0,0
06059052426,0,0,0,1,0,0,0
06059052428,0,2,0,0,0,0,0
06059052505,0,0,0,0,0,0,0
06059052511,0,1,0,1,0,1,0
06059052513,0,0,0,1,0,0,0
06059052514,0,0,0,0,0,0,0
06059052515,0,0,0,1,0,0,0
06059052517,0,0,0,3,0,0,0
06059052518,0,0,0,0,0,2,0
06059052519,0,0,0,0,0,0,0
06059052520,0,0,0,0,0,0,0
06059052521,0,0,0,0,0,0,0
06059052522,0,0,0,1,0,0,0
06059052523,0,0,0,0,0,0,0
06059052524,0,0,0,15,0,0,0
06059052525,0,0,0,8,0,1,0
06059052527,0,0,0,2,0,0,0
06059052528,0,1,0,1,0,0,0
06059062604,12,78,0,34,0,3,0
06059062605,26,142,0,36,0,2,0
06059062610,0,1,0,1,0,3,1
06059062611,0,5,0,0,0,0,0
06059062612,0,1,0,1,0,0,0
06059062619,11,50,0,17,0,0,0
06059062620,11,53,0,11,0,1,0
06059062621,0,0,0,0,0,0,0
06059062622,0,6,0,5,0,0,0
06059062625,0,5,0,5,0,0,0
06059062626,0,0,0,1,0,0,0
06059062627,0,0,0,3,0,0,0
06059062628,0,1,0,0,0,0,0
06059062632,10,34,0,6,0,3,0
06059062634,0,0,0,0,0,0,0
06059062636,0,0,0,1,0,0,0
06059062637,0,0,0,0,0,0,0
06059062638,0,0,0,0,0,0,0
06059062639,0,0,0,0,0,0,0
06059062640,0,0,0,0,0,0,0
06059062641,0,0,0,0,0,0,0
06059062642,0,1,0,0,0,0,0
06059062644,0,1,0,5,0,0,0
06059062645,0,0,0,1,0,0,0
06059062646,0,23,0,12,0,0,0
06059062647,0,5,0,7,0,0,0
06059062648,0,5,0,0,0,0,0
06059062649,0,2,0,0,0,0,0
06059062701,5,54,0,37,0,6,0
06059062702,21,140,0,67,0,3,0
06059062800,40,242,0,120,0,10,1
06059062900,3,11,0,9,0,0,0
06059063004,0,10,0,11,0,0,0
06059063005,0,1,0,1,0,0,0
06059063006,72,317,0,139,0,23,1
06059063007,0,0,0,1,0,0,0
06059063008,0,0,0,4,0,0,0
06059063009,0,0,0,0,0,0,0
06059063010,0,15,0,12,0,0,0
06059063101,1,11,0,5,0,0,0
06059063102,10,103,0,74,0,1,0
06059063103,1,43,0,23,0,0,0
06059063201,10,73,0,29,0,3,0
06059063202,5,44,0,35,0,0,0
06059063301,11,85,0,56,0,5,0
06059063302,8,65,0,57,0,2,0
06059063400,2,32,0,26,0,0,1
06059063500,45,465,0,208,0,11,1
06059063601,0,2,0,1,0,0,0
06059063603,0,63,0,31,0,0,0
06059063604,0,19,0,15,0,1,0
06059063605,5,107,0,60,0,0,0
06059063701,1,46,0,35,0,2,0
06059063702,1,82,0,40,0,2,0
06059063802,0,28,0,25,0,0,0
06059063803,0,43,0,35,0,1,0
06059063806,0,72,0,37,0,0,0
06059063807,0,4,0,0,0,0,0
06059063808,0,93,0,62,0,0,0
06059063902,0,23,0,13,0,0,0
06059063903,0,32,0,28,0,0,0
06059063904,0,54,0,39,0,0,0
06059063905,0,4,0,4,0,0,0
06059063906,0,57,0,35,0,2,0
06059063907,0,0,0,2,0,1,0
06059063908,1,36,0,9,0,1,0
06059074003,2,20,0,13,0,2,0
06059074004,0,35,0,12,0,0,0
06059074005,0,63,0,25,0,0,0
06059074006,0,3,0,0,0,0,0
06059074102,0,12,0,13,0,0,0
06059074103,0,0,0,1,0,0,0
06059074106,0,109,0,21,0,0,0
06059074107,0,6,0,0,0,0,0
06059074108,1,12,0,4,0,0,0
06059074109,3,27,0,16,0,0,0
06059074111,0,1,0,0,0,0,0
06059074200,25,38,0,6,0,0,0
06059074300,3,15,0,4,0,0,0
06059074403,0,28,0,9,0,0,0
06059074405,17,53,0,15,0,2,0
06059074406,7,41,0,25,0,0,0
06059074407,0,8,0,3,0,0,0
06059074408,0,36,0,6,0,0,0
06059074501,1,54,0,31,0,1,0
06059074502,1,54,0,17,0,0,0
06059074601,17,113,0,20,0,0,0
06059074602,13,73,0,20,0,0,0
06059074701,2,28,0,17,0,0,0
06059074702,3,15,0,10,0,0,0
06059074801,1,49,0,8,0,0,0
06059074802,1,23,0,11,0,1,0
06059074803,0,8,0,6,0,1,0
06059074805,0,2,0,0,0,0,0
06059074806,1,27,0,14,0,0,0
06059074901,12,83,0,19,0,3,0
06059074902,6,65,0,24,0,0,0
06059075002,8,61,0,25,0,3,0
06059075003,15,52,0,32,0,6,0
06059075004,3,37,0,23,0,4,0
06059075100,22,39,0,18,0,0,0
06059075201,1,61,0,22,0,0,0
06059075202,4,18,0,17,0,0,0
06059075301,0,2,0,1,0,0,0
06059075302,0,28,0,16,0,0,0
06059075303,2,5,0,8,0,0,0
06059075401,1,15,0,8,0,0,0
06059075403,0,11,0,6,0,0,0
06059075404,0,19,0,4,0,0,0
06059075405,0,4,0,2,0,0,0
06059075504,0,12,0,4,0,0,0
06059075505,1,28,0,13,0,1,0
06059075506,0,5,0,2,0,0,0
06059075507,0,79,0,36,0,1,0
06059075512,0,21,0,12,0,0,0
06059075513,0,23,0,8,0,0,0
06059075514,1,37,0,19,0,0,0
06059075515,0,72,0,48,0,2,0
06059075603,0,12,0,14,0,0,0
06059075604,0,0,0,1,0,0,0
06059075605,0,1,0,0,0,0,0
06059075607,0,0,0,8,0,5,0
06059075701,0,50,0,11,0,0,0
06059075703,0,1,0,0,0,0,0
06059075805,0,46,0,28,0,1,0
06059075806,2,110,0,89,0,2,0
06059075807,0,10,0,6,0,0,0
06059075809,0,1,0,0,0,1,0
06059075811,0,46,0,18,0,0,0
06059075812,0,59,0,23,0,0,0
06059075814,0,0,0,0,0,0,0
06059075815,0,99,0,29,0,0,0
06059075816,1,6,0,1,0,1,0
06059075901,9,82,0,24,0,2,0
06059075902,7,201,0,87,0,1,0
06059076000,5,110,0,55,0,1,0
06059076101,0,25,0,29,0,1,0
06059076102,0,122,0,31,0,0,0
06059076103,0,57,0,42,0,2,0
06059076201,1,22,0,15,0,0,0
06059076202,0,44,0,46,0,6,0
06059076204,3,57,0,22,0,1,0
06059076205,3,13,0,9,0,2,0
06059076206,0,40,0,19,0,0,0
06059076208,1,26,0,15,0,0,0
06059086301,0,25,0,3,0,0,1
06059086303,0,38,0,10,0,4,0
06059086304,0,18,0,10,0,0,0
06059086306,0,22,0,11,0,0,1
06059086402,0,22,0,15,0,3,2
06059086404,1,11,0,11,0,0,0
06059086405,1,42,0,22,0,1,1
06059086406,0,18,0,2,0,0,0
06059086407,0,5,0,4,0,0,0
06059086501,13,71,0,23,0,2,2
06059086502,6,67,0,29,0,1,1
06059086601,1,58,0,36,0,3,0
06059086602,1,25,0,20,0,0,0
06059086701,0,78,0,14,0,0,2
06059086702,2,72,0,12,0,0,0
06059086801,0,0,0,1,0,0,0
06059086802,0,38,0,16,0,1,1
06059086803,0,21,0,10,0,2,0
06059086901,1,94,0,28,0,5,0
06059086902,1,31,0,9,0,1,0
06059086903,0,35,0,25,0,0,0
06059087001,0,9,0,5,0,1,0
06059087002,0,27,0,11,0,2,0
06059087101,1,6,0,5,0,0,0
06059087102,0,64,0,20,0,3,1
06059087103,0,47,0,14,0,0,0
06059087105,0,8,0,0,0,0,0
06059087106,1,50,0,29,0,0,0
06059087200,9,79,0,39,0,5,0
06059087300,9,127,0,61,0,7,3
06059087401,3,10,0,7,0,2,1
06059087403,0,30,0,19,0,0,0
06059087404,6,56,0,28,0,2,0
06059087405,3,69,0,44,0,3,1
06059087503,0,10,0,12,0,1,1
06059087504,1,130,0,31,0,3,0
06059087505,0,22,0,15,0,1,0
06059087601,0,8,0,10,0,0,3
06059087602,0,33,0,26,0,1,0
06059087701,0,25,0,34,0,0,0
06059087704,0,0,0,4,0,0,0
06059087801,2,27,0,9,0,0,0
06059087802,4,42,0,8,0,2,0
06059087803,3,25,0,6,0,1,0
06059087805,1,33,0,17,0,0,0
06059087806,0,16,0,7,0,0,0
06059087901,0,2,0,0,0,0,0
06059087902,0,19,0,12,0,0,0
06059088001,0,2,0,1,0,0,0
06059088002,0,13,0,6,0,0,0
06059088101,0,9,0,1,0,0,0
06059088104,1,19,0,9,0,0,0
06059088105,0,7,0,5,0,0,0
06059088106,0,28,0,11,0,0,0
06059088107,4,88,0,32,0,4,0
06059088201,0,16,0,8,0,0,0
06059088202,0,5,0,2,0,0,0
06059088203,0,34,0,20,0,0,0
06059088301,0,21,0,18,0,0,0
06059088302,0,16,0,22,0,0,0
06059088402,0,27,0,12,0,0,0
06059088403,0,4,0,4,0,0,0
06059088501,1,43,0,25,0,0,0
06059088502,0,4,0,6,0,0,0
06059088601,2,36,0,16,0,3,0
06059088602,6,21,0,8,0,1,0
06059088701,1,62,0,44,0,3,0
06059088702,2,51,0,39,0,1,0
06059088801,5,52,0,31,0,4,0
06059088802,1,30,0,8,0,0,0
06059088901,0,8,0,4,0,1,0
06059088902,0,10,0,1,0,0,1
06059088903,2,23,0,0,0,1,0
06059088904,0,26,0,13,0,0,0
06059088905,0,14,0,9,0,0,0
06059089001,4,33,0,18,0,0,0
06059089003,0,4,0,2,0,1,0
06059089004,1,1,0,2,0,0,0
06059089102,1,13,0,6,0,0,0
06059089104,0,57,0,29,0,1,0
06059089105,9,47,0,17,0,0,0
06059089106,0,15,0,7,0,1,0
06059089107,1,2,0,1,0,0,0
06059099202,1,4,0,2,0,0,0
06059099203,0,12,0,3,0,1,0
06059099204,0,12,0,8,0,0,0
06059099212,3,76,0,48,0,0,0
06059099214,0,0,0,1,0,0,0
06059099216,0,1,0,0,0,0,0
06059099220,0,8,0,3,0,0,0
06059099222,0,1,0,1,0,0,0
06059099223,0,7,0,9,0,0,0
06059099224,0,1,0,0,0,0,0
06059099226,0,1,0,0,0,0,0
06059099227,0,21,0,12,0,0,0
06059099229,0,1,0,0,0,0,0
06059099233,0,0,0,0,0,0,0
06059099235,2,86,0,36,0,0,0
06059099240,0,8,0,8,0,0,0
06059099241,0,15,0,9,0,0,0
06059099242,0,19,0,14,0,0,0
06059099245,0,0,0,0,0,0,0
06059099247,2,10,0,18,0,3,0
06059099248,0,29,0,22,0,2,0
06059099249,2,66,0,40,0,1,0
06059099250,0,2,0,2,0,0,0
06059099251,0,22,0,13,0,0,0
06059099305,1,232,0,86,0,5,0
06059099306,8,195,0,83,0,2,0
06059099307,0,4,0,6,0,0,0
06059099309,3,29,0,11,0,0,0
06059099310,2,157,0,53,0,3,0
06059099311,3,102,0,31,0,2,0
06059099402,1,221,0,94,0,0,0
06059099404,0,38,0,23,0,0,0
06059099405,0,1,0,2,0,1,0
06059099406,0,4,0,1,0,0,0
06059099407,0,12,0,9,0,0,0
06059099408,0,20,0,21,0,1,0
06059099410,1,94,0,49,0,2,0
06059099411,0,122,0,58,0,2,0
06059099412,0,1,0,1,0,0,0
06059099413,0,47,0,22,0,0,0
06059099415,0,0,0,1,0,0,0
06059099416,2,189,0,95,0,9,0
06059099417,0,54,0,35,0,3,0
06059099506,5,43,0,24,0,5,0
06059099508,0,29,0,9,0,0,0
06059099509,1,25,0,12,0,0,0
06059099510,0,24,0,21,0,0,0
06059099511,38,223,0,61,0,2,0
06059099512,2,56,0,19,0,1,0
06059099513,5,12,0,9,0,1,0
06059099514,0,0,0,0,0,0,0
06059099601,1,52,0,20,0,0,1
06059099602,0,5,0,2,0,0,0
06059099603,0,20,0,7,0,1,0
06059099605,0,0,0,3,0,0,0
06059099701,6,51,0,34,0,7,0
06059099702,1,12,0,5,0,1,0
06059099703,0,4,0,6,0,0,0
06059099801,7,64,0,23,0,0,0
06059099802,15,71,0,42,0,6,0
06059099803,0,9,0,10,0,0,0
06059099902,3,9,0,7,0,1,0
06059099903,0,34,0,11,0,2,0
06059099904,9,100,0,44,0,6,0
06059099905,0,1,0,0,0,0,0
06059099906,1,0,0,0,0,0,0
06059110001,0,37,0,23,0,0,0
06059110006,0,1,0,0,0,0,0
06059110011,0,1,0,0,0,0,0
06059110014,2,147,0,91,0,8,0
06059110015,0,1,0,0,0,0,0
06059110102,2,11,0,7,0,0,0
06059110104,2,8,0,3,0,1,0
06059110108,1,40,0,29,0,9,0
06059110109,2,12,0,4,0,0,0
06059110110,6,36,0,19,0,0,0
06059110111,3,19,0,21,0,2,0
06059110115,0,1,0,1,0,0,0
06059110116,0,0,0,0,0,0,0
06059110117,0,6,0,0,0,1,0
06059110201,1,17,0,2,0,1,0
06059110202,1,45,0,26,0,1,0
06059110203,0,21,0,14,0,0,0
06059110301,0,3,0,0,0,0,0
06059110302,0,17,0,10,0,0,0
06059110303,0,3,0,0,0,0,0
06059110304,0,1,0,1,0,0,0
06059110401,1,3,0,1,0,0,0
06059110402,0,58,0,25,0,1,0
06059110500,8,62,0,24,0,3,0
06059110603,14,82,0,44,0,0,0
06059110604,0,1,0,1,0,0,0
06059110605,0,6,0,2,0,0,0
06059110606,10,58,0,42,0,4,0
06059110607,1,5,0,0,0,0,0
06061020104,3,12,0,8,0,1,0
06061020105,3,13,0,5,0,1,1
06061020106,6,26,0,12,0,0,0
06061020107,20,87,0,38,0,9,1
06061020200,1,7,0,14,0,1,0
06061020300,10,64,0,39,0,7,0
06061020401,16,92,0,26,0,2,0
06061020402,3,15,0,9,0,4,0
06061020501,3,5,0,7,0,0,0
06061020502,0,4,0,9,0,2,0
06061020601,0,12,0,23,0,3,0
06061020602,1,24,0,36,0,9,0
06061020604,0,22,0,33,0,9,2
06061020605,0,11,0,10,0,5,4
06061020606,0,0,0,1,0,2,1
06061020710,0,6,0,1,0,0,0
06061020711,0,0,0,5,0,1,0
06061020712,0,44,0,34,0,4,0
06061020713,0,5,0,9,0,1,1
06061020714,0,0,0,1,0,1,0
06061020715,0,12,0,20,0,1,0
06061020717,0,0,0,4,0,1,0
06061020805,1,5,0,8,0,1,0
06061020806,8,56,0,25,0,3,1
06061020901,16,122,0,33,0,9,2
06061020908,7,74,0,48,0,15,0
06061021003,11,68,0,24,0,9,1
06061021035,0,0,0,4,0,0,0
06061021037,0,0,0,0,0,1,0
06061021038,0,0,0,1,0,0,0
06061021040,0,0,0,2,0,0,0
06061021043,0,0,0,1,0,0,1
06061021044,0,0,0,2,0,1,0
06061021045,13,57,0,16,0,4,3
06061021046,0,0,0,5,0,1,0
06061021103,4,35,0,15,0,3,0
06061021106,0,0,0,1,0,0,0
06061021108,0,40,0,21,0,2,0
06061021109,0,6,0,5,0,2,0
06061021123,0,2,0,3,0,0,0
06061021128,0,0,0,29,0,96,5
06061021129,0,1,0,122,0,25,0
06061021130,0,0,0,1,0,1,0
06061021131,0,0,0,5,0,0,0
06061021203,4,23,0,17,0,5,0
06061021204,0,9,0,4,0,1,0
06061021304,0,6,0,14,0,3,0
06061021309,0,0,0,1,0,0,0
06061021322,0,0,0,2,0,3,0
06061021401,3,34,0,6,0,4,0
06061021403,2,21,0,15,0,4,0
06061021501,1,25,0,36,0,6,0
06061021502,6,27,0,17,0,6,0
06061021603,1,8,0,13,0,3,0
06061021802,0,4,0,12,0,4,0
06061021902,1,18,0,23,0,6,1
06061022002,7,24,0,25,0,2,0
06061022013,2,11,0,6,0,0,0
06061022100,11,22,0,4,0,0,0
06061022200,2,27,0,19,0,2,0
06061022300,8,1,0,1,0,1,0
06061022400,0,0,0,57,0,5,0
06061022600,0,0,0,2,0,0,1
06061022900,0,0,0,4,0,0,0
06061023000,0,0,0,0,0,2,0
06061023100,0,0,0,2,0,2,0
06061023500,0,0,0,2,0,2,0
06061023800,0,1,0,1,0,0,0
06061023900,0,0,0,1,0,0,0
06063000100,4,24,0,24,0,1,0
06063000201,1,0,0,3,0,1,0
06063000202,0,3,0,2,0,0,0
06063000300,3,16,0,10,0,0,0
06063000400,3,14,0,3,0,0,0
06063000501,3,9,0,9,0,1,0
06063000502,1,8,0,18,0,0,0
06065030101,1,6,0,2,0,0,0
06065030103,7,14,0,3,0,3,1
06065030104,2,18,0,3,0,4,0
06065030200,18,70,0,21,0,3,1
06065030300,18,74,0,12,0,8,6
06065030400,6,32,0,12,0,7,7
06065030501,3,12,0,7,0,2,0
06065030502,5,16,0,8,0,2,1
06065030503,8,52,0,17,0,3,0
06065030602,0,1,0,0,0,0,0
06065030603,0,1,0,0,0,0,0
06065030700,2,20,0,19,0,6,0
06065030800,0,10,0,8,0,2,0
06065030900,0,1,0,1,0,0,0
06065031001,0,6,0,3,0,0,0
06065031002,1,1,0,3,0,0,0
06065031100,0,6,0,2,0,1,1
06065031200,0,1,0,1,0,0,0
06065031300,1,4,0,2,0,0,0
06065031401,0,26,0,19,0,3,1
06065031402,0,10,0,5,0,0,0
06065031501,0,4,0,10,0,5,0
06065031502,0,9,0,10,0,3,0
06065031601,5,20,0,10,0,1,0
06065031602,7,19,0,11,0,2,0
06065031701,0,3,0,1,0,0,1
06065031703,0,1,0,1,0,1,1
06065031704,1,12,0,6,0,0,0
06065040101,1,4,0,1,0,0,0
06065040102,0,0,0,0,0,0,0
06065040201,0,6,0,3,0,1,0
06065040202,0,3,0,3,0,0,0
06065040203,10,30,0,8,0,0,0
06065040204,6,15,0,5,0,0,0
06065040301,1,12,0,12,0,2,0
06065040303,4,4,0,1,0,0,0
06065040402,2,10,0,1,0,1,0
06065040403,1,5,0,0,0,0,0
06065040404,1,1,0,0,0,0,0
06065040405,1,1,0,1,0,0,0
06065040501,1,12,0,3,0,1,0
06065040502,8,17,0,6,0,0,0
06065040503,0,2,0,2,0,0,0
06065040603,1,2,0,1,0,0,0
06065040605,1,8,0,1,0,0,0
06065040606,1,4,0,5,0,0,0
06065040607,0,0,0,3,0,0,0
06065040609,2,5,0,5,0,0,0
06065040615,0,0,0,0,0,1,0
06065040702,1,6,0,7,0,0,0
06065040703,0,4,0,1,0,0,0
06065040808,1,26,0,20,0,0,0
06065040809,0,0,0,1,0,0,0
06065040812,0,3,0,2,0,0,0
06065040813,1,3,0,0,0,1,0
06065040814,0,0,0,23,0,2,1
06065040815,0,0,0,1,0,1,0
06065040816,0,0,0,0,0,0,0
06065040821,0,0,0,6,0,3,0
06065040901,0,6,0,6,0,3,2
06065040902,0,7,0,1,0,0,0
06065040903,4,14,0,6,0,1,1
06065040904,1,9,0,1,0,0,1
06065041001,0,10,0,2,0,1,0
06065041002,0,0,0,1,0,0,0
06065041003,0,1,0,3,0,0,0
06065041004,0,4,0,9,0,2,1
06065041101,10,31,0,16,0,5,2
06065041102,3,21,0,10,0,2,1
06065041201,2,5,0,3,0,38,3
06065041202,2,7,0,6,0,1,1
06065041203,0,0,0,4,0,2,0
06065041301,1,13,0,9,0,1,1
06065041302,4,8,0,13,0,1,2
06065041403,0,0,0,0,0,0,2
06065041405,0,0,0,0,0,0,0
06065041406,0,2,0,38,0,2,0
06065041407,0,48,0,7,0,1,0
06065041408,0,5,0,15,0,2,1
06065041409,0,0,0,1,0,0,0
06065041410,2,4,0,4,0,0,0
06065041411,0,0,0,1,0,0,0
06065041412,0,5,0,1,0,0,0
06065041500,0,4,0,4,0,2,0
06065041600,7,75,0,29,0,7,0
06065041702,1,4,0,1,0,0,0
06065041703,1,57,0,75,0,1,0
06065041704,3,19,0,14,0,0,0
06065041803,0,0,0,0,0,0,0
06065041804,0,0,0,0,0,0,0
06065041805,0,0,0,1,0,2,0
06065041808,0,0,0,0,0,1,0
06065041809,0,0,0,2,0,1,0
06065041810,0,0,0,2,0,0,0
06065041812,1,3,0,0,0,0,0
06065041813,1,11,0,9,0,0,0
06065041904,0,0,0,0,0,0,0
06065041905,0,1,0,1,0,0,0
06065041906,0,1,0,2,0,0,0
06065041909,3,4,0,4,0,1,0
06065041910,0,0,0,0,0,1,1
06065041911,1,0,0,1,0,0,0
06065041912,0,0,0,0,0,1,0
06065041913,0,0,0,1,0,0,0
06065042004,0,1,0,4,0,0,0
06065042005,3,3,0,6,0,1,0
06065042007,0,0,0,1,0,0,0
06065042008,0,0,0,0,0,0,0
06065042009,0,3,0,1,0,1,0
06065042010,0,2,0,0,0,0,0
06065042012,0,0,0,3,0,0,0
06065042206,0,12,0,12,0,1,1
06065042207,0,1,0,3,0,0,0
06065042209,1,15,0,6,0,1,0
06065042210,0,25,0,11,0,5,1
06065042212,0,0,0,2,0,0,1
06065042213,0,7,0,4,0,1,0
06065042214,1,0,0,0,0,0,0
06065042217,0,1,0,5,0,0,0
06065042300,11,39,0,13,0,1,0
06065042401,1,0,0,1,0,0,0
06065042402,1,2,0,0,0,0,0
06065042403,0,1,0,1,0,0,0
06065042404,0,0,0,5,0,3,0
06065042405,0,5,0,9,0,3,1
06065042407,0,3,0,2,0,0,1
06065042408,0,1,0,1,0,0,0
06065042505,11,25,0,6,0,6,0
06065042506,0,0,0,2,0,2,0
06065042508,1,13,0,11,0,2,0
06065042509,0,2,0,1,0,0,0
06065042511,0,0,0,1,0,0,0
06065042512,0,0,0,0,0,1,0
06065042514,0,0,0,1,0,0,0
06065042515,3,40,0,28,0,7,0
06065042516,0,1,0,3,0,1,0
06065042518,0,0,0,1,0,1,1
06065042519,1,3,0,8,0,2,0
06065042520,2,19,0,8,0,4,0
06065042521,0,0,0,2,0,1,1
06065042617,0,2,0,3,0,2,0
06065042618,0,0,0,4,0,3,0
06065042620,0,2,0,0,0,0,0
06065042621,0,0,0,33,0,3,0
06065042622,0,2,0,4,0,1,0
06065042623,0,0,0,0,0,0,1
06065042624,0,0,0,2,0,2,0
06065042706,0,1,0,1,0,0,0
06065042708,0,0,0,0,0,1,0
06065042711,0,0,0,1,0,0,0
06065042715,0,0,0,2,0,0,0
06065042716,0,0,0,0,0,0,0
06065042717,0,0,0,0,0,0,0
06065042719,0,1,0,4,0,0,0
06065042720,0,1,0,0,0,0,0
06065042723,1,2,0,2,0,0,0
06065042726,0,2,0,1,0,0,0
06065042728,0,0,0,0,0,1,0
06065042729,0,0,0,6,0,2,0
06065042730,0,1,0,1,0,0,0
06065042731,0,0,0,1,0,0,0
06065042732,0,2,0,1,0,0,0
06065042733,0,0,0,0,0,0,0
06065042738,0,0,0,1,0,1,0
06065042739,0,0,0,2,0,0,0
06065042741,0,2,0,1,0,0,0
06065042742,0,0,0,1,0,2,0
06065042743,0,0,0,5,0,1,0
06065042744,1,4,0,0,0,0,0
06065042745,0,0,0,1,0,0,0
06065042800,7,25,0,40,0,16,1
06065042901,0,3,0,4,0,0,0
06065042902,0,7,0,2,0,0,0
06065042903,0,3,0,0,0,0,0
06065042904,2,3,0,3,0,0,0
