tract_geoid_2019,<60,60,61 - 89,90,91 - 149,150,>150
06037229410,16,155,0,30,0,26,3
06037229420,24,178,0,46,0,41,6
06037231100,13,91,0,8,0,14,2
06037231210,23,142,0,24,0,36,9
06037231220,22,101,0,25,0,21,6
06037231300,21,260,0,29,0,28,10
06037231400,38,272,0,11,0,33,7
06037231500,10,84,0,3,0,19,4
06037231600,51,311,0,18,0,49,12
06037231710,31,158,0,14,0,27,9
06037231720,29,166,0,18,0,18,6
06037231800,26,211,0,22,0,30,8
06037231900,26,237,0,25,0,44,10
06037232110,15,166,0,11,0,31,8
06037232120,31,192,0,15,0,38,4
06037232200,24,91,0,5,0,18,5
06037232300,19,118,0,9,0,28,12
06037232400,41,264,0,14,0,39,10
06037232500,59,257,0,22,0,35,9
06037232600,52,267,0,22,0,60,8
06037232700,36,264,0,23,0,55,12
06037232800,18,148,0,28,0,36,8
06037234000,29,151,0,12,0,15,7
06037234200,11,16,0,10,0,3,1
06037234300,114,246,0,9,0,24,18
06037234501,9,53,0,5,0,3,5
06037234502,35,164,0,11,0,27,1
06037234600,23,106,0,15,0,15,7
06037234700,31,96,0,18,0,12,6
06037234800,25,45,0,9,0,5,0
06037234901,14,79,0,20,0,8,3
06037234902,25,112,0,21,0,14,7
06037235100,16,39,0,4,0,5,1
06037235201,13,45,0,4,0,5,1
06037235202,33,98,0,31,0,26,6
06037236000,3,11,0,5,0,0,0
06037236100,33,81,0,41,0,9,7
06037236202,0,77,0,44,0,9,5
06037236203,1,21,0,38,0,0,1
06037236204,1,40,0,23,0,7,0
06037236400,8,52,0,38,0,2,1
06037237101,38,237,0,23,0,40,7
06037237102,20,154,0,18,0,43,8
06037237201,37,148,0,15,0,21,6
06037237202,59,130,0,18,0,23,4
06037237300,44,120,0,6,0,12,3
06037237401,15,81,0,6,0,10,3
06037237402,11,59,0,2,0,9,5
06037237500,23,124,0,14,0,14,8
06037237600,26,163,0,31,0,43,14
06037237710,23,171,0,27,0,37,7
06037237720,17,138,0,23,0,39,3
06037237800,19,49,0,10,0,5,1
06037237900,21,50,0,10,0,7,5
06037238000,32,41,0,18,0,17,5
06037238100,31,133,0,28,0,23,11
06037238200,73,218,0,32,0,40,6
06037238310,27,142,0,34,0,32,11
06037238320,30,122,0,32,0,25,5
06037238400,13,45,0,11,0,4,4
06037239201,33,160,0,24,0,40,9
06037239202,28,173,0,44,0,40,9
06037239310,35,150,0,28,0,38,4
06037239320,25,116,0,26,0,32,9
06037239330,19,95,0,23,0,34,6
06037239501,36,94,0,21,0,35,9
06037239502,34,103,0,39,0,40,9
06037239601,32,106,0,25,0,36,7
06037239602,33,120,0,35,0,35,5
06037239701,35,154,0,43,0,50,7
06037239702,37,140,0,39,0,50,7
06037239801,48,116,0,30,0,62,7
06037239802,57,149,0,47,0,58,6
06037240010,35,99,0,28,0,42,4
06037240020,36,94,0,33,0,28,6
06037240200,46,167,0,62,0,53,8
06037240300,51,178,0,38,0,58,12
06037240401,33,144,0,35,0,34,8
06037240402,22,77,0,25,0,14,3
06037240500,63,154,0,95,0,64,11
06037240600,41,114,0,71,0,47,5
06037240700,17,54,0,28,0,21,3
06037240800,31,71,0,45,0,24,5
06037240900,52,102,0,60,0,60,9
06037241001,26,56,0,66,0,36,9
06037241002,33,44,0,16,0,29,7
06037241110,30,92,0,41,0,47,4
06037241120,51,120,0,67,0,62,8
06037241201,14,41,0,9,0,22,3
06037241202,36,113,0,32,0,15,3
06037241300,11,26,0,21,0,3,0
06037241400,40,53,0,29,0,33,2
06037242000,44,51,0,19,0,21,6
06037242100,0,0,0,0,0,7,5
06037242200,39,107,0,42,0,31,8
06037242300,17,74,0,24,0,21,9
06037242600,8,17,0,6,0,8,1
06037242700,25,90,0,48,0,22,5
06037243000,26,75,0,34,0,16,2
06037243100,15,54,0,12,0,8,2
06037261101,0,4,0,1,0,1,1
06037261102,1,0,0,2,0,0,0
06037261200,0,5,0,3,0,1,0
06037262100,0,2,0,1,0,0,0
06037262200,3,9,0,12,0,2,1
06037262302,0,2,0,3,0,2,1
06037262400,0,1,0,0,0,0,1
06037262501,0,3,0,0,0,0,0
06037262604,1,8,0,7,0,3,1
06037262704,5,14,0,8,0,2,3
06037262706,3,9,0,6,0,2,1
06037262802,3,10,0,4,0,2,1
06037264000,4,19,0,4,0,3,1
06037264102,0,3,0,8,0,7,1
06037264103,0,19,0,21,0,4,1
06037264301,1,83,0,55,0,15,4
06037264302,5,85,0,31,0,14,4
06037265100,0,0,0,0,0,1,0
06037265201,1,1,0,2,0,1,0
06037265202,4,11,0,2,0,5,2
06037265303,17,30,0,17,0,12,4
06037265304,12,27,0,20,0,7,1
06037265305,5,23,0,4,0,11,1
06037265410,11,29,0,2,0,1,4
06037265420,4,1,0,0,0,1,3
06037265510,0,20,0,15,0,16,3
06037265520,29,83,0,44,0,20,7
06037265601,16,60,0,24,0,8,3
06037265602,9,9,0,3,0,3,3
06037265700,25,55,0,16,0,12,4
06037267100,26,85,0,40,0,13,4
06037267200,6,73,0,45,0,18,5
06037267300,4,71,0,44,0,11,7
06037267402,3,64,0,86,0,16,3
06037267403,2,68,0,50,0,15,3
06037267404,0,24,0,27,0,4,3
06037267501,9,112,0,80,0,16,5
06037267502,7,73,0,29,0,15,3
06037267600,7,58,0,39,0,11,1
06037267700,11,96,0,53,0,18,9
06037267800,5,17,0,10,0,2,2
06037267901,0,0,0,0,0,0,1
06037267902,4,19,0,18,0,9,4
06037269000,6,15,0,20,0,4,1
06037269100,19,87,0,43,0,15,5
06037269300,6,31,0,6,0,4,2
06037269601,21,94,0,21,0,14,3
06037269602,13,64,0,35,0,9,3
06037269700,8,64,0,31,0,5,5
06037269800,5,48,0,54,0,20,1
06037269903,4,77,0,41,0,16,4
06037269904,5,74,0,66,0,12,3
06037269905,2,35,0,29,0,12,5
06037269906,6,47,0,71,0,16,2
06037269907,3,52,0,32,0,8,1
06037270100,7,67,0,58,0,21,1
06037270200,45,110,0,38,0,39,10
06037270300,24,47,0,16,0,9,3
06037271100,11,38,0,9,0,7,3
06037271200,21,40,0,34,0,13,4
06037271300,16,41,0,26,0,12,3
06037271400,0,1,0,4,0,1,0
06037271500,0,23,0,16,0,3,2
06037271600,1,6,0,8,0,5,3
06037271701,8,51,0,51,0,11,3
06037271702,3,12,0,16,0,9,1
06037271801,7,62,0,26,0,9,3
06037271802,18,116,0,71,0,26,5
06037271901,0,27,0,27,0,6,1
06037271902,6,40,0,37,0,7,4
06037272100,20,56,0,32,0,6,1
06037272201,6,50,0,42,0,11,2
06037272202,7,73,0,49,0,10,1
06037272301,9,34,0,48,0,11,3
06037272302,12,90,0,63,0,7,7
06037273100,8,32,0,14,0,17,4
06037273200,34,207,0,68,0,36,22
06037273300,17,210,0,75,0,35,13
06037273402,15,191,0,39,0,36,16
06037273502,29,209,0,54,0,31,5
06037273600,25,135,0,19,0,25,5
06037273700,12,58,0,21,0,10,4
06037273800,16,108,0,38,0,28,9
06037273902,20,174,0,80,0,40,11
06037274100,7,27,0,18,0,6,4
06037274202,5,124,0,53,0,23,7
06037275101,4,28,0,7,0,6,1
06037275102,5,63,0,43,0,9,7
06037275200,12,65,0,73,0,19,2
06037275302,6,23,0,11,0,1,1
06037275311,2,57,0,54,0,7,6
06037275400,3,9,0,14,0,9,5
06037275500,2,27,0,33,0,5,4
06037275602,1,0,0,2,0,4,5
06037275603,2,27,0,29,0,8,3
06037276000,43,103,0,16,0,17,7
06037276100,31,95,0,71,0,21,8
06037276400,9,12,0,2,0,1,1
06037276500,2,17,0,10,0,0,0
06037276601,3,52,0,53,0,11,1
06037276603,0,34,0,29,0,2,1
06037276604,0,12,0,7,0,3,2
06037277000,2,8,0,5,0,0,0
06037277100,9,23,0,1,0,7,4
06037277200,35,69,0,23,0,16,6
06037277400,20,15,0,10,0,2,0
06037278001,23,69,0,12,0,10,9
06037278102,7,110,0,62,0,19,10
06037291110,15,54,0,22,0,8,2
06037291120,5,29,0,11,0,1,0
06037291130,15,11,0,2,0,3,1
06037291210,17,58,0,38,0,13,2
06037291220,6,49,0,32,0,14,2
06037291300,0,4,0,2,0,3,0
06037292000,59,128,0,106,0,22,5
06037293201,42,104,0,55,0,18,5
06037293202,23,118,0,91,0,12,4
06037293301,0,0,0,1,0,0,0
06037293302,6,53,0,21,0,4,0
06037293304,25,112,0,67,0,12,1
06037293306,1,15,0,11,0,3,3
06037293307,2,42,0,33,0,5,0
06037294110,9,26,0,19,0,0,1
06037294120,21,57,0,20,0,4,0
06037294200,19,78,0,17,0,7,0
06037294301,0,14,0,4,0,0,0
06037294302,11,53,0,12,0,7,0
06037294410,3,11,0,10,0,7,1
06037294421,12,32,0,22,0,8,1
06037294510,21,117,0,24,0,11,5
06037294520,23,98,0,18,0,5,4
06037294610,18,92,0,33,0,12,5
06037294620,32,135,0,35,0,10,4
06037294701,15,71,0,23,0,11,5
06037294810,22,78,0,33,0,17,3
06037294820,18,82,0,37,0,11,2
06037294830,10,64,0,21,0,12,3
06037294900,4,28,0,12,0,4,2
06037295103,0,0,0,1,0,0,0
06037296210,23,122,0,20,0,15,1
06037296220,4,24,0,16,0,9,2
06037296300,0,16,0,5,0,1,0
06037296401,0,1,0,0,0,0,0
06037296402,3,34,0,7,0,2,1
06037296500,35,137,0,58,0,17,7
06037296600,36,187,0,59,0,39,8
06037296901,36,204,0,73,0,16,10
06037296902,28,163,0,76,0,10,7
06037297000,29,153,0,31,0,12,4
06037297110,22,167,0,51,0,25,6
06037297120,23,159,0,53,0,14,6
06037297201,20,181,0,72,0,13,2
06037297202,13,155,0,95,0,22,2
06037297300,7,33,0,13,0,2,0
06037297400,0,4,0,3,0,0,0
06037297500,17,74,0,44,0,14,2
06037297601,11,50,0,19,0,4,1
06037297602,15,142,0,55,0,12,4
06037300100,2,5,0,0,0,0,0
06037300200,8,32,0,15,0,1,0
06037300301,2,17,0,5,0,0,0
06037300400,17,62,0,20,0,1,0
06037300501,10,42,0,14,0,1,0
06037300502,39,170,0,70,0,15,0
06037300600,13,79,0,44,0,6,1
06037300701,7,13,0,5,0,2,0
06037300702,2,2,0,2,0,0,0
06037300800,24,73,0,48,0,2,0
06037300901,1,12,0,6,0,0,0
06037300902,0,1,0,1,0,0,0
06037301000,45,134,0,25,0,2,0
06037301100,12,74,0,40,0,6,0
06037301203,6,43,0,27,0,2,0
06037301204,11,55,0,62,0,3,0
06037301205,4,20,0,2,0,0,0
06037301206,24,100,0,49,0,4,0
06037301300,1,0,0,0,0,0,0
06037301400,1,3,0,0,0,0,0
06037301501,2,12,0,0,0,0,0
06037301502,41,143,0,90,0,6,0
06037301601,73,163,0,62,0,14,0
06037301602,43,136,0,27,0,5,0
06037301701,53,55,0,7,0,1,0
06037301702,38,168,0,77,0,2,0
06037301801,4,59,0,37,0,4,0
06037301802,11,86,0,40,0,12,1
06037301900,29,128,0,60,0,6,0
06037302002,20,68,0,26,0,3,0
06037302003,8,59,0,45,0,4,0
06037302004,16,96,0,51,0,4,1
06037302102,40,192,0,36,0,4,0
06037302103,45,161,0,70,0,8,0
06037302104,34,105,0,21,0,1,0
06037302201,10,87,0,43,0,5,0
06037302202,29,109,0,65,0,6,0
06037302301,20,63,0,34,0,5,0
06037302302,31,140,0,39,0,7,0
06037302401,35,148,0,35,0,7,0
06037302503,19,104,0,60,0,3,0
06037302504,29,96,0,35,0,5,0
06037302505,15,69,0,23,0,1,0
06037302506,33,96,0,20,0,4,0
06037310100,0,3,0,0,0,0,0
06037310201,17,90,0,44,0,1,0
06037310202,11,92,0,48,0,6,0
06037310400,42,60,0,22,0,1,0
06037310501,43,78,0,46,0,3,0
06037310601,36,97,0,48,0,4,0
06037310602,17,34,0,16,0,0,0
06037310701,13,41,0,28,0,1,0
06037310702,13,84,0,67,0,12,0
06037310703,58,114,0,56,0,9,0
06037310800,41,89,0,32,0,2,0
06037310900,35,99,0,24,0,2,0
06037311000,14,63,0,27,0,0,0
06037311100,17,25,0,2,0,1,0
06037311200,27,97,0,21,0,2,0
06037311300,31,52,0,10,0,0,0
06037311400,15,54,0,12,0,1,0
06037311500,56,142,0,31,0,3,0
06037311600,64,164,0,51,0,6,0
06037311700,27,88,0,45,0,2,0
06037311801,36,83,0,44,0,1,0
06037311802,11,58,0,46,0,3,0
06037320100,5,31,0,7,0,2,0
06037320201,30,90,0,27,0,3,0
06037320202,18,52,0,3,0,0,0
06037320300,43,132,0,54,0,6,0
06037400204,0,0,0,0,0,0,0
06037400205,1,4,0,2,0,0,0
06037400206,1,2,0,0,0,0,0
06037400207,1,1,0,1,0,0,0
06037400302,0,9,0,5,0,1,0
06037400304,2,15,0,12,0,4,1
06037400402,2,5,0,7,0,0,0
06037400403,3,5,0,22,0,8,0
06037400404,1,4,0,1,0,0,0
06037400501,2,3,0,1,0,0,0
06037400602,10,88,0,39,0,6,0
06037400603,0,5,0,2,0,0,0
06037400604,0,6,0,2,0,1,0
06037400800,0,3,0,0,0,1,0
06037400900,1,24,0,17,0,1,0
06037401002,3,93,0,32,0,1,0
06037401101,4,59,0,37,0,5,0
06037401102,10,64,0,41,0,2,0
06037401201,0,3,0,1,0,0,0
06037401202,0,5,0,2,0,0,0
06037401203,1,11,0,8,0,0,0
06037401303,0,0,0,0,0,0,0
06037401311,3,69,0,39,0,2,0
06037401312,1,0,0,3,0,0,0
06037401500,6,78,0,15,0,2,0
06037401601,0,4,0,0,0,1,0
06037401602,11,136,0,50,0,2,0
06037401603,0,3,0,4,0,0,0
06037401701,0,2,0,1,0,0,0
06037401703,0,10,0,11,0,0,0
06037401704,0,6,0,4,0,0,0
06037401800,1,4,0,7,0,2,0
06037401901,10,8,0,4,0,0,0
06037401902,13,119,0,35,0,1,0
06037402001,2,11,0,2,0,0,0
06037402002,9,24,0,8,0,1,0
06037402101,0,3,0,1,0,0,0
06037402102,1,37,0,10,0,1,0
06037402200,11,20,0,8,0,1,0
06037402301,22,64,0,29,0,0,0
06037402303,29,97,0,13,0,2,0
06037402304,15,61,0,31,0,3,0
06037402402,2,4,0,2,0,0,0
06037402405,0,0,0,0,0,0,0
06037402406,3,13,0,5,0,2,0
06037402501,15,94,0,39,0,2,0
06037402502,29,181,0,80,0,9,0
06037402600,54,183,0,19,0,0,0
06037402702,27,108,0,35,0,2,0
06037402703,1,6,0,3,0,0,0
06037402705,2,9,0,1,0,0,0
06037402706,0,7,0,4,0,0,0
06037402801,30,127,0,19,0,1,0
06037402803,15,84,0,39,0,3,0
06037402804,16,55,0,20,0,0,0
06037402902,3,76,0,27,0,2,0
06037402903,2,34,0,12,0,0,0
06037403000,1,28,0,9,0,0,0
06037403304,0,1,0,0,0,0,0
06037403316,0,0,0,1,0,1,0
06037403317,0,0,0,0,0,1,0
06037403318,0,0,0,0,0,0,0
06037403319,0,0,0,1,0,0,0
06037403323,0,0,0,7,0,3,0
06037403324,0,0,0,2,0,0,0
06037403325,0,0,0,1,0,0,0
06037403401,2,3,0,0,0,0,0
06037403402,0,1,0,0,0,0,0
06037403403,0,0,0,2,0,0,0
06037403406,0,1,0,0,0,0,0
06037403500,0,0,0,1,0,0,0
06037403600,0,5,0,6,0,0,0
06037403702,0,4,0,3,0,0,0
06037403703,1,1,0,1,0,0,0
06037403721,2,17,0,12,0,1,0
06037403722,6,77,0,58,0,1,0
06037403801,0,8,0,8,0,2,0
06037403802,0,5,0,16,0,3,0
06037403902,0,9,0,2,0,1,0
06037404000,0,1,0,5,0,1,0
06037404100,0,3,0,2,0,0,0
06037404201,0,24,0,11,0,0,0
06037404202,0,2,0,4,0,0,0
06037404301,23,138,0,90,0,28,0
06037404302,1,1,0,4,0,0,0
06037404401,26,60,0,32,0,3,0
06037404402,24,57,0,26,0,0,0
06037404501,5,11,0,18,0,0,0
06037404503,1,3,0,1,0,1,0
06037404504,0,7,0,3,0,1,0
06037404600,2,15,0,2,0,0,0
06037404701,9,19,0,9,0,0,0
06037404702,29,51,0,33,0,6,0
06037404703,15,37,0,10,0,0,0
06037404801,28,48,0,32,0,1,0
06037404802,19,28,0,9,0,1,0
06037404803,0,7,0,4,0,0,0
06037404901,11,35,0,24,0,0,0
06037404902,6,18,0,11,0,4,0
06037404903,4,11,0,5,0,2,0
06037405001,13,24,0,9,0,1,0
06037405002,10,18,0,7,0,0,0
06037405101,11,17,0,16,0,1,0
06037405102,10,46,0,16,0,2,0
06037405201,4,28,0,16,0,2,0
06037405202,29,57,0,18,0,0,0
06037405203,7,16,0,8,0,0,0
06037405301,0,3,0,1,0,0,0
06037405302,1,10,0,13,0,1,0
06037405400,0,3,0,2,0,0,0
06037405500,0,7,0,3,0,0,0
06037405600,0,2,0,6,0,0,0
06037405701,1,4,0,2,0,0,0
06037405702,0,5,0,12,0,0,0
06037405800,0,6,0,3,0,0,0
06037405900,0,3,0,3,0,0,0
06037406000,0,6,0,3,0,1,0
06037406101,14,78,0,16,0,3,0
06037406102,6,153,0,103,0,11,0
06037406200,0,21,0,11,0,1,0
06037406300,0,4,0,1,0,0,0
06037406402,0,1,0,0,0,0,0
06037406411,0,4,0,2,0,0,0
06037406412,0,1,0,2,0,0,0
06037406500,0,67,0,30,0,0,0
06037406601,0,1,0,3,0,0,0
06037406602,1,17,0,7,0,0,0
06037406701,0,3,0,0,0,0,0
06037406702,0,5,0,2,0,0,0
06037406800,3,7,0,1,0,0,0
06037406901,1,4,0,1,0,0,0
06037406902,0,2,0,0,0,1,0
06037407001,0,1,0,0,0,0,0
06037407002,0,1,0,1,0,0,0
06037407101,1,9,0,0,0,0,0
06037407102,1,10,0,15,0,2,0
06037407200,0,3,0,4,0,0,0
06037407301,2,1,0,6,0,0,0
06037407400,1,2,0,1,0,0,0
06037407501,6,27,0,20,0,1,0
06037407502,14,56,0,27,0,1,0
06037407601,3,27,0,15,0,3,0
06037407602,1,17,0,2,0,0,0
06037407701,0,31,0,10,0,0,0
06037407702,8,22,0,23,0,4,0
06037407801,0,2,0,0,0,0,0
06037407900,3,8,0,8,0,0,0
06037408003,0,0,0,3,0,0,0
06037408004,0,1,0,1,0,1,0
06037408005,0,0,0,1,0,0,0
06037408006,0,102,0,18,0,0,0
06037408133,0,3,0,1,0,0,0
06037408135,0,36,0,82,0,4,0
06037408137,0,0,0,5,0,1,0
06037408138,0,1,0,1,0,0,0
06037408139,0,4,0,2,0,0,0
06037408140,0,1,0,2,0,1,0
06037408141,0,1,0,0,0,0,0
06037408202,5,15,0,10,0,0,0
06037408211,0,32,0,11,0,0,0
06037408212,0,2,0,0,0,0,0
06037408301,22,53,0,14,0,0,0
06037408302,8,14,0,1,0,0,0
06037408303,0,3,0,2,0,0,0
06037408401,2,11,0,3,0,0,0
06037408402,1,7,0,3,0,0,0
06037408501,3,7,0,4,0,2,0
06037408503,0,1,0,2,0,0,0
06037408504,3,9,0,4,0,0,0
06037408505,2,6,0,3,0,1,0
06037408623,0,0,0,1,0,0,0
06037408624,0,1,0,0,0,0,0
06037408625,0,0,0,2,0,0,0
06037408626,0,0,0,4,0,0,0
06037408628,0,1,0,1,0,0,0
06037408629,0,0,0,1,0,0,0
06037408630,0,0,0,1,0,0,0
06037408631,1,1,0,1,0,0,0
06037408703,0,1,0,1,0,0,0
06037408704,1,1,0,3,0,0,0
06037408705,0,3,0,4,0,0,0
06037408706,0,2,0,3,0,0,0
06037408722,0,9,0,4,0,0,0
06037408723,0,4,0,3,0,0,0
06037408724,0,56,0,35,0,1,0
06037408800,14,96,0,17,0,4,0
06037430002,3,7,0,14,0,1,0
06037430003,0,1,0,0,0,0,0
06037430101,1,19,0,12,0,1,1
06037430102,4,11,0,0,0,0,0
06037430200,0,3,0,0,0,0,0
06037430301,7,54,0,21,0,0,0
06037430302,44,163,0,26,0,0,0
06037430400,3,14,0,2,0,0,0
06037430501,13,46,0,6,0,1,0
06037430502,42,164,0,48,0,2,0
06037430600,3,6,0,0,0,0,0
06037430701,4,33,0,19,0,0,0
06037430721,0,23,0,20,0,1,0
06037430723,3,51,0,46,0,0,0
06037430724,3,54,0,31,0,0,0
06037430801,35,116,0,71,0,10,0
06037430802,13,41,0,18,0,1,0
06037430803,8,22,0,4,0,0,0
06037430901,44,138,0,59,0,6,0
06037430902,17,84,0,46,0,4,0
06037431001,48,351,0,118,0,7,0
06037431002,11,25,0,5,0,0,0
06037431100,37,172,0,60,0,3,1
06037431200,5,27,0,6,0,1,0
06037431300,8,15,0,10,0,0,0
06037431400,1,14,0,2,0,2,0
06037431501,5,41,0,16,0,0,0
06037431502,16,22,0,11,0,2,0
06037431600,3,23,0,2,0,0,0
06037431700,6,26,0,8,0,0,0
06037431800,8,44,0,12,0,2,0
06037431900,30,110,0,35,0,5,0
06037432000,31,102,0,39,0,6,0
06037432101,13,46,0,17,0,0,0
06037432102,7,34,0,24,0,5,0
06037432201,10,33,0,23,0,4,0
06037432202,30,61,0,14,0,1,0
06037432300,15,12,0,6,0,1,0
06037432401,23,46,0,18,0,2,0
06037432402,33,108,0,46,0,2,0
06037432500,53,112,0,33,0,1,0
06037432601,60,112,0,19,0,5,0
06037432602,31,72,0,17,0,1,0
06037432700,40,108,0,18,0,2,0
06037432801,25,37,0,11,0,0,0
06037432802,22,88,0,39,0,7,0
06037432901,20,67,0,26,0,6,0
06037432902,12,36,0,17,0,5,0
06037433101,8,17,0,1,0,1,0
06037433102,38,80,0,23,0,2,0
06037433200,54,100,0,20,0,2,0
06037433302,13,25,0,4,0,0,0
06037433304,9,47,0,16,0,0,0
06037433305,9,52,0,24,0,0,0
06037433306,14,45,0,15,0,0,0
06037433307,5,25,0,8,0,0,0
06037433401,13,38,0,9,0,0,0
06037433402,34,99,0,24,0,1,0
06037433403,29,85,0,20,0,1,0
06037433501,21,31,0,8,0,0,0
06037433503,24,63,0,20,0,0,1
06037433504,40,88,0,40,0,3,1
06037433601,26,118,0,42,0,4,0
06037433602,12,49,0,29,0,2,0
06037433700,11,13,0,6,0,3,0
06037433801,28,97,0,31,0,5,0
06037433802,2,8,0,4,0,0,0
06037433901,51,75,0,25,0,2,0
06037433902,25,53,0,13,0,3,0
06037434001,13,41,0,14,0,0,0
06037434003,42,96,0,26,0,0,0
06037434004,1,6,0,0,0,0,0
06037460000,0,0,0,1,0,0,0
06037460100,4,27,0,4,0,1,0
06037460200,13,73,0,17,0,0,0
06037460301,12,31,0,7,0,0,0
06037460302,10,36,0,6,0,0,0
06037460401,0,0,0,1,0,0,0
06037460501,3,2,0,2,0,0,0
06037460502,2,1,0,0,0,1,0
06037460600,3,12,0,5,0,0,0
06037460700,1,7,0,0,0,0,0
06037460800,1,0,0,1,0,0,0
06037460900,20,144,0,31,0,4,0
06037461000,31,108,0,14,0,0,0
06037461100,16,130,0,28,0,2,0
06037461200,5,45,0,3,0,0,0
06037461300,41,181,0,40,0,3,0
06037461400,15,137,0,16,0,1,0
06037461501,6,79,0,7,0,0,0
06037461502,20,153,0,22,0,0,0
06037461600,21,156,0,29,0,1,0
06037461700,0,6,0,1,0,0,0
06037461901,9,157,0,27,0,2,1
06037461902,1,6,0,5,0,0,0
06037462001,13,105,0,27,0,1,0
06037462002,12,109,0,27,0,2,0
06037462100,16,184,0,26,0,1,0
06037462201,12,135,0,19,0,0,0
06037462202,2,18,0,20,0,1,0
06037462301,13,204,0,44,0,4,0
06037462302,4,77,0,26,0,3,0
06037462400,13,116,0,7,0,0,0
06037462500,39,137,0,19,0,0,0
06037462600,13,31,0,2,0,0,0
06037462700,27,254,0,46,0,3,0
06037462800,12,106,0,24,0,6,0
06037462900,6,25,0,4,0,0,0
06037463000,0,4,0,2,0,1,0
06037463101,6,44,0,9,0,1,0
06037463102,6,57,0,7,0,2,0
06037463200,18,55,0,16,0,2,0
06037463300,9,23,0,13,0,1,0
06037463400,21,164,0,43,0,3,0
06037463500,6,66,0,29,0,2,0
06037463601,12,114,0,38,0,4,0
06037463602,5,54,0,19,0,1,0
06037463700,1,26,0,2,0,1,0
06037463800,2,6,0,0,0,0,0
06037463900,6,45,0,4,0,0,0
06037464000,17,89,0,27,0,0,0
06037464100,0,2,0,0,0,0,0
06037480002,3,11,0,1,0,0,0
06037480011,5,85,0,30,0,1,0
06037480012,6,34,0,12,0,0,0
06037480101,29,83,0,29,0,4,0
06037480102,11,39,0,14,0,0,0
06037480201,7,11,0,2,0,0,0
06037480202,2,13,0,0,0,1,0
06037480302,13,137,0,33,0,2,0
06037480303,14,144,0,56,0,3,0
06037480304,14,97,0,61,0,3,0
06037480400,23,145,0,56,0,6,0
06037480500,46,162,0,15,0,0,0
06037480600,43,213,0,61,0,0,0
06037480702,5,27,0,12,0,0,0
06037480703,8,99,0,11,0,1,0
06037480704,19,157,0,21,0,1,0
06037480802,23,72,0,17,0,1,0
06037480803,36,146,0,21,0,0,0
06037480804,28,188,0,57,0,4,0
06037480901,23,199,0,57,0,5,0
06037480902,29,132,0,47,0,1,0
06037480903,18,84,0,25,0,1,0
06037481001,27,129,0,47,0,3,0
06037481002,20,155,0,40,0,5,0
06037481101,17,79,0,47,0,6,0
06037481102,11,59,0,41,0,1,0
06037481103,15,110,0,22,0,3,0
06037481201,13,75,0,42,0,2,0
06037481202,4,13,0,4,0,0,0
06037481300,10,30,0,16,0,3,0
06037481401,24,99,0,55,0,5,0
06037481402,22,63,0,27,0,1,0
06037481500,3,33,0,10,0,0,0
06037481603,14,81,0,35,0,1,0
06037481604,34,99,0,21,0,1,0
06037481605,52,175,0,47,0,2,0
06037481606,39,235,0,45,0,6,0
06037481711,4,56,0,40,0,2,0
06037481712,26,160,0,64,0,6,0
06037481713,6,65,0,32,0,1,0
06037481714,3,66,0,31,0,2,0
06037481800,1,3,0,1,0,0,0
06037481901,24,100,0,26,0,2,0
06037481902,15,47,0,19,0,0,0
06037482001,0,5,0,2,0,0,0
06037482002,0,50,0,40,0,0,0
06037482101,16,76,0,25,0,2,0
06037482102,4,17,0,2,0,0,0
06037482201,18,76,0,40,0,2,0
06037482202,13,69,0,34,0,1,0
06037482301,41,150,0,46,0,4,0
06037482303,40,220,0,85,0,9,1
06037482304,31,123,0,48,0,8,0
06037482401,47,120,0,35,0,5,0
06037482402,36,140,0,40,0,5,0
06037482502,25,109,0,45,0,1,0
06037482503,43,156,0,65,0,4,0
06037482521,23,46,0,19,0,3,0
06037482522,3,6,0,8,0,0,0
06037482600,5,31,0,10,0,1,0
06037482701,40,84,0,7,0,0,0
06037482702,7,7,0,2,0,0,0
06037482800,0,34,0,14,0,0,0
06037500100,1,7,0,2,0,0,0
06037500201,2,9,0,1,0,0,0
06037500202,0,12,0,6,0,0,0
06037500300,1,2,0,1,0,0,0
06037500402,31,58,0,13,0,0,0
06037500404,17,23,0,3,0,0,0
06037500500,3,5,0,3,0,3,0
06037500600,22,32,0,8,0,0,0
06037500700,2,10,0,10,0,0,0
06037500800,3,2,0,1,0,0,0
06037500900,3,36,0,18,0,0,0
06037501001,11,18,0,14,0,0,0
06037501002,3,7,0,0,0,0,0
06037501200,3,25,0,18,0,0,0
06037501300,38,103,0,64,0,2,0
06037501400,47,168,0,41,0,5,0
06037501501,1,11,0,1,0,0,0
06037501503,17,232,0,69,0,6,0
06037501504,9,133,0,41,0,8,0
06037501600,13,77,0,29,0,5,0
06037501700,1,30,0,25,0,1,0
06037501802,18,106,0,25,0,2,0
06037501803,36,172,0,50,0,6,0
06037501804,21,102,0,22,0,2,0
06037501900,2,4,0,2,0,0,0
06037502003,13,36,0,10,0,0,0
06037502004,32,77,0,24,0,5,0
06037502005,2,7,0,9,0,0,0
06037502100,7,28,0,13,0,1,0
06037502200,7,19,0,15,0,0,0
06037502301,3,45,0,11,0,0,0
06037502302,2,21,0,4,0,0,0
06037502401,3,9,0,9,0,1,0
06037502500,16,24,0,7,0,0,0
06037502601,5,13,0,3,0,0,0
06037502602,10,26,0,16,0,1,0
