panel_size_class,dac,count,pct
100,No,1748747,30.206682290968534
100,Yes,547186,37.71722250215232
101 - 199,No,942573,16.281373547485764
101 - 199,Yes,131370,9.055260039744713
200,No,2261873,39.0700765139382
200,Yes,555669,38.30195090983409
<100,No,106272,1.8356712208374388
<100,Yes,111148,7.661368979961523
>200,No,729807,12.606196426770067
>200,Yes,105386,7.264197568307348
