tract_geoid_2019,<60,60,90,150,>150
06001435300,0.05555555555555555,0.5555555555555556,0.3333333333333333,0.05555555555555555,0.0
06001435400,0.043478260869565216,0.5217391304347826,0.43478260869565216,0.0,0.0
06001435500,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.0,0.0
06001435601,0.06976744186046512,0.5116279069767442,0.37209302325581395,0.046511627906976744,0.0
06001435602,0.0,0.45454545454545453,0.5,0.045454545454545456,0.0
06001435700,0.0,0.6,0.4,0.0,0.0
06001435800,0.0,0.0,1.0,0.0,0.0
06001436100,0.0,0.0,0.8,0.2,0.0
06001436300,0.0,0.5,0.5,0.0,0.0
06001436401,0.0,0.6470588235294118,0.35294117647058826,0.0,0.0
06001436500,0.0,0.5555555555555556,0.4444444444444444,0.0,0.0
06001436601,0.0625,0.625,0.3125,0.0,0.0
06001436602,0.0,0.3333333333333333,0.5333333333333333,0.13333333333333333,0.0
06001436700,0.0,0.75,0.25,0.0,0.0
06001436800,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
06001436900,0.034482758620689655,0.5517241379310345,0.3448275862068966,0.06896551724137931,0.0
06001437102,0.0,0.5,0.5,0.0,0.0
06001437200,0.0,0.5,0.5,0.0,0.0
06001437300,,,,,
06001437500,0.0,0.5,0.5,0.0,0.0
06001437600,0.0,0.4,0.6,0.0,0.0
06001437701,0.0,0.5833333333333334,0.4166666666666667,0.0,0.0
06001437702,0.0,0.4838709677419355,0.5161290322580645,0.0,0.0
06001437800,0.0,0.5,0.5,0.0,0.0
06001437900,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
06001438000,0.0,0.0,1.0,0.0,0.0
06001438100,0.0,0.5,0.5,0.0,0.0
06001438203,0.0,0.0,1.0,0.0,0.0
06001438204,0.0,0.0,1.0,0.0,0.0
06001440100,,,,,
06001440200,0.0,0.0,1.0,0.0,0.0
06001440301,,,,,
06001440304,,,,,
06001440308,0.0,0.0,0.5,0.5,0.0
06001440331,0.0,0.5,0.25,0.25,0.0
06001440334,,,,,
06001440335,0.0,0.0,0.5,0.5,0.0
06001440336,0.0,1.0,0.0,0.0,0.0
06001441100,0.0,1.0,0.0,0.0,0.0
06001441200,0.0,0.5,0.5,0.0,0.0
06001441301,0.0,0.0,0.0,1.0,0.0
06001441302,0.0,1.0,0.0,0.0,0.0
06001441401,,,,,
06001441402,,,,,
06001441503,0.0,0.0,0.0,1.0,0.0
06001441523,0.0,0.0,1.0,0.0,0.0
06001441601,,,,,
06001441602,0.0,1.0,0.0,0.0,0.0
06001441700,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
06001441800,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
06001441921,0.0,0.0,1.0,0.0,0.0
06001441923,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
06001441924,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
06001441925,0.0,0.0,1.0,0.0,0.0
06001441926,0.0,0.5,0.5,0.0,0.0
06001441927,0.0,1.0,0.0,0.0,0.0
06001442200,0.0,0.0,1.0,0.0,0.0
06001442301,0.2,0.6,0.2,0.0,0.0
06001442302,0.0,0.38461538461538464,0.5384615384615384,0.07692307692307693,0.0
06001442400,0.0,0.5,0.5,0.0,0.0
06001442500,0.0,0.2,0.8,0.0,0.0
06001442601,0.0,1.0,0.0,0.0,0.0
06001442602,0.0,1.0,0.0,0.0,0.0
06001442700,0.0,1.0,0.0,0.0,0.0
06001442900,,,,,
06001443104,0.0,0.75,0.25,0.0,0.0
06001443321,0.0,0.75,0.25,0.0,0.0
06001443322,,,,,
06001444100,0.0,0.0,1.0,0.0,0.0
06001444200,0.0,1.0,0.0,0.0,0.0
06001444301,,,,,
06001444302,0.0,0.75,0.25,0.0,0.0
06001444400,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0
06001444500,0.0,0.4117647058823529,0.5882352941176471,0.0,0.0
06001450101,0.0,0.0,0.25,0.75,0.0
06001450102,0.0,0.0,1.0,0.0,0.0
06001450200,0.0,0.0,1.0,0.0,0.0
06001450300,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
06001450400,0.0,0.0,0.5,0.5,0.0
06001450501,0.0,0.0,1.0,0.0,0.0
06001450604,0.0,1.0,0.0,0.0,0.0
06001450605,0.0,0.0,1.0,0.0,0.0
06001450606,0.0,0.0,1.0,0.0,0.0
06001450607,0.06666666666666667,0.3333333333333333,0.4666666666666667,0.13333333333333333,0.0
06001450701,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
06001450741,0.2,0.4,0.4,0.0,0.0
06001450742,0.0,0.5,0.0,0.5,0.0
06001450743,0.0,0.0,0.2,0.8,0.0
06001450744,0.5,0.0,0.0,0.0,0.5
06001450745,0.0,0.0,0.0,1.0,0.0
06001450746,0.0,0.0,0.0,1.0,0.0
06001450750,,,,,
06001451101,0.0,0.0,0.5,0.5,0.0
06001451201,0.0,0.0,1.0,0.0,0.0
06001451300,,,,,
06001451401,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0
06001451403,0.0,0.5,0.5,0.0,0.0
06001451404,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0
06001451501,0.0,0.0,1.0,0.0,0.0
06001451503,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0
06001451506,,,,,
06001451601,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,0.0
06001451602,0.0,0.25,0.5,0.25,0.0
06001451703,,,,,
06001451704,0.0,1.0,0.0,0.0,0.0
06001983200,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
06003010000,0.0,0.0,0.0,1.0,0.0
06005000200,0.0,0.5,0.5,0.0,0.0
06005000303,0.125,0.75,0.125,0.0,0.0
06005000304,,,,,
06005000401,0.0,0.6,0.4,0.0,0.0
06005000402,0.0,0.0,1.0,0.0,0.0
06005000500,0.0,1.0,0.0,0.0,0.0
06007000102,0.0,0.45454545454545453,0.5454545454545454,0.0,0.0
06007000103,0.0,0.0,0.0,1.0,0.0
06007000104,0.0,0.4,0.5,0.1,0.0
06007000201,0.0,0.23529411764705882,0.6470588235294118,0.11764705882352941,0.0
06007000202,0.0,0.35714285714285715,0.5,0.14285714285714285,0.0
06007000300,0.0,0.3333333333333333,0.5925925925925926,0.07407407407407407,0.0
06007000401,0.0,0.0,0.4,0.5,0.1
06007000402,0.058823529411764705,0.4117647058823529,0.5294117647058824,0.0,0.0
06007000501,0.0,0.1,0.9,0.0,0.0
06007000502,0.0,0.19444444444444445,0.6111111111111112,0.19444444444444445,0.0
06007000601,0.25,0.75,0.0,0.0,0.0
06007000603,0.0,0.48,0.52,0.0,0.0
06007000604,0.0,0.16666666666666666,0.6296296296296297,0.2037037037037037,0.0
06007000700,0.0,0.59375,0.40625,0.0,0.0
06007000800,0.0,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.0
06007000901,0.0,0.0,0.0,1.0,0.0
06007000903,0.0,0.0,0.75,0.25,0.0
06007000904,0.0,0.0,0.625,0.375,0.0
06007001000,0.0,0.7441860465116279,0.16279069767441862,0.09302325581395349,0.0
06007001100,0.0,0.2571428571428571,0.4857142857142857,0.2571428571428571,0.0
06007001200,0.0,0.5,0.3333333333333333,0.1111111111111111,0.05555555555555555
06007001300,0.0625,0.5,0.3125,0.125,0.0
06007001500,0.0,0.5,0.16666666666666666,0.3333333333333333,0.0
06007001702,0.0,0.0,1.0,0.0,0.0
06007001704,0.0,0.0,1.0,0.0,0.0
06007001800,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
06007002000,0.0,1.0,0.0,0.0,0.0
06007002100,0.0,0.36363636363636365,0.6363636363636364,0.0,0.0
06007002200,0.0,0.0,1.0,0.0,0.0
06007002300,0.0,0.0,1.0,0.0,0.0
06007002500,0.0,0.34615384615384615,0.5384615384615384,0.11538461538461539,0.0
06007002700,0.0,0.4,0.5,0.1,0.0
06007002800,0.0,0.6451612903225806,0.3225806451612903,0.03225806451612903,0.0
06007002900,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
06007003001,0.0,0.5,0.5,0.0,0.0
06007003002,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
06007003100,,,,,
06007003400,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
06007003501,0.25,0.75,0.0,0.0,0.0
06007003502,0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0
06007003600,0.0,1.0,0.0,0.0,0.0
06007003700,0.0,0.0,1.0,0.0,0.0
06009000120,0.0,0.0,1.0,0.0,0.0
06009000121,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0
06009000122,0.25,0.25,0.5,0.0,0.0
06009000210,0.0,1.0,0.0,0.0,0.0
06009000300,0.125,0.1875,0.5,0.1875,0.0
06009000400,0.0,0.0,0.5,0.5,0.0
06009000501,0.0,0.0,1.0,0.0,0.0
06009000503,0.0,1.0,0.0,0.0,0.0
06009000504,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
06011000100,0.0,0.0,1.0,0.0,0.0
06011000200,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
06011000300,0.0,0.25,0.6666666666666666,0.08333333333333333,0.0
06011000400,0.0,0.5,0.5,0.0,0.0
06011000500,0.05,0.7,0.15,0.05,0.05
06013301000,0.0,0.0,0.0,1.0,0.0
06013302005,0.0,0.16666666666666666,0.4166666666666667,0.3333333333333333,0.08333333333333333
06013302007,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
06013302008,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
06013302009,0.0,0.0,1.0,0.0,0.0
06013303102,0.0,0.0,1.0,0.0,0.0
06013303103,0.05263157894736842,0.3684210526315789,0.47368421052631576,0.10526315789473684,0.0
06013303201,0.0,0.0,1.0,0.0,0.0
06013303203,0.0,0.0,0.6,0.4,0.0
06013303204,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0
06013304002,0.0,1.0,0.0,0.0,0.0
06013304005,0.0,0.0,1.0,0.0,0.0
06013305000,0.07407407407407407,0.654320987654321,0.24691358024691357,0.024691358024691357,0.0
06013306002,0.0,0.0,0.5,0.5,0.0
06013306003,0.11538461538461539,0.5384615384615384,0.34615384615384615,0.0,0.0
06013306004,0.0,0.3333333333333333,0.5,0.0,0.16666666666666666
06013307101,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0
06013307102,0.08695652173913043,0.4782608695652174,0.34782608695652173,0.08695652173913043,0.0
06013307201,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
06013307202,0.0,0.2,0.6,0.2,0.0
06013307205,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
06013308001,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.0
06013309000,0.0,0.5,0.0,0.0,0.5
06013310000,0.21212121212121213,0.6363636363636364,0.06060606060606061,0.09090909090909091,0.0
06013311000,0.0,0.3333333333333333,0.5,0.16666666666666666,0.0
06013312000,0.0,0.0,0.5,0.5,0.0
06013313101,0.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0
06013313102,0.0,0.0,1.0,0.0,0.0
06013313103,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
06013313204,0.0,0.5,0.16666666666666666,0.3333333333333333,0.0
06013313206,0.0,0.0,1.0,0.0,0.0
06013314103,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285
06013314104,0.11428571428571428,0.5428571428571428,0.2857142857142857,0.05714285714285714,0.0
06013314200,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0
06013315000,0.0,1.0,0.0,0.0,0.0
06013316000,0.08695652173913043,0.6086956521739131,0.21739130434782608,0.08695652173913043,0.0
06013317000,0.08108108108108109,0.8378378378378378,0.05405405405405406,0.02702702702702703,0.0
06013318000,0.19047619047619047,0.42857142857142855,0.3333333333333333,0.047619047619047616,0.0
06013319000,0.043478260869565216,0.43478260869565216,0.30434782608695654,0.21739130434782608,0.0
06013320001,0.0,0.4444444444444444,0.5555555555555556,0.0,0.0
06013320004,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0
06013321101,0.0,0.0,1.0,0.0,0.0
06013321103,0.0,1.0,0.0,0.0,0.0
06013321200,0.0,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.0
06013322000,0.0,0.5,0.5,0.0,0.0
06013323000,0.0,1.0,0.0,0.0,0.0
06013324001,0.0625,0.125,0.625,0.1875,0.0
06013324002,0.0,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.0
06013325000,0.0,0.4444444444444444,0.5555555555555556,0.0,0.0
06013327000,0.125,0.5,0.375,0.0,0.0
06013328000,0.030303030303030304,0.30303030303030304,0.48484848484848486,0.18181818181818182,0.0
06013329000,0.0,0.5454545454545454,0.45454545454545453,0.0,0.0
06013330000,0.0,1.0,0.0,0.0,0.0
06013331000,0.027777777777777776,0.5277777777777778,0.4166666666666667,0.027777777777777776,0.0
06013332000,0.0,0.3,0.7,0.0,0.0
06013333101,0.0,0.4,0.6,0.0,0.0
06013333102,0.0,0.0,1.0,0.0,0.0
06013333200,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0
06013334001,0.0,0.25,0.625,0.125,0.0
06013334004,0.0,0.16666666666666666,0.5833333333333334,0.25,0.0
06013334200,0.0,0.5,0.5,0.0,0.0
06013335000,0.0,1.0,0.0,0.0,0.0
06013336101,0.0,0.2916666666666667,0.7083333333333334,0.0,0.0
06013336102,0.0,0.4897959183673469,0.4897959183673469,0.02040816326530612,0.0
06013336201,0.0,0.375,0.625,0.0,0.0
06013336202,0.0,0.38333333333333336,0.5833333333333334,0.03333333333333333,0.0
06013337100,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0
06013337200,0.0,0.4,0.6,0.0,0.0
06013337300,0.0,1.0,0.0,0.0,0.0
06013338101,0.0,0.5,0.5,0.0,0.0
06013338102,0.0,1.0,0.0,0.0,0.0
06013338203,0.07692307692307693,0.3076923076923077,0.46153846153846156,0.15384615384615385,0.0
06013338204,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
06013338302,0.0,0.9375,0.0625,0.0,0.0
06013339001,0.0,0.48,0.52,0.0,0.0
06013339002,0.029411764705882353,0.38235294117647056,0.38235294117647056,0.20588235294117646,0.0
06013340001,0.04,0.48,0.4,0.08,0.0
06013340002,0.0,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.0
06013341000,0.0,0.5,0.4375,0.0625,0.0
06013343001,0.0,0.5,0.5,0.0,0.0
06013343002,0.0,0.2,0.8,0.0,0.0
