county_air_basin_district_id,<100,100,101 - 199,200,>200
0,0.01131562828828546,0.3584329307555793,0.22760039577214833,0.25862610525654517,0.14402493992744178
8,0.01826593786822515,0.2655142245744844,0.15625751228566587,0.4349421283068835,0.12502019696474104
9,0.08029647930821494,0.5129709697344039,0.034898085237801114,0.31593576281655344,0.05589870290302656
11,0.013218673309142056,0.3079840418579048,0.13537725688595303,0.39378206863032084,0.14963795931667928
16,0.02278112621939693,0.3491266941869002,0.2633985290303294,0.2354496656687285,0.12924398489464498
18,0.0,0.6027397260273972,0.0,0.2876712328767123,0.1095890410958904
19,0.08902161547212742,0.48208191126279865,0.05631399317406143,0.31143344709897613,0.0611490329920364
20,0.03785621525396524,0.3948871346650519,0.16862533378080632,0.2951570776122452,0.10347423868793136
21,0.05898270566117722,0.23075337411873023,0.09211386016372916,0.5185832379739773,0.09956682208238611
22,0.011168528088014669,0.4531310774017892,0.2558315274768017,0.19884425181974774,0.08102461521364672
23,0.013794682464726253,0.32570905240262155,0.16020720643370254,0.3696230789044389,0.13066597979451075
24,0.016236722306525037,0.3441198786039454,0.10476732422862924,0.41138088012139606,0.1234951947395043
25,0.03493659973418586,0.457336829627501,0.1725205646754553,0.2489385394590323,0.08626746650382557
26,0.017720452597789302,0.33944834197568524,0.1557221084433599,0.37124348192368584,0.11586561505947972
27,0.04544958533391532,0.5327913574858141,0.11670667830641641,0.23933326058489743,0.06571911828895678
28,0.023261448994426944,0.440785367608726,0.20867017644337732,0.24072809510173213,0.08655491185173764
29,0.03321874434593812,0.5142753754297087,0.1203546227609915,0.26198661118147276,0.07016464628188891
30,0.04419919016228806,0.48252652271925983,0.11630466137458734,0.2716161497451896,0.0853534759986752
31,0.024474956030800608,0.36294172418379866,0.11820694343861309,0.3928703388953755,0.10150603745141219
32,0.007684680218145761,0.4816559246405553,0.21566683192860683,0.2330193356470005,0.061973227565691624
33,0.027872134614086788,0.29604301172024383,0.12505342721526105,0.4421523856657593,0.10887904078464895
34,0.05087719298245614,0.33664717348927875,0.09337231968810916,0.43079922027290446,0.08830409356725147
36,0.014317757118668355,0.2785909174652657,0.10333876292940843,0.4527493544434469,0.15100320804321063
37,0.037525793577244816,0.4283463691292583,0.14553137858175483,0.2873311833537211,0.10126527535802103
38,0.025068650899105323,0.5060147045796793,0.15351226858003367,0.23121622818673043,0.08418814775445124
40,0.03136005800704371,0.2057566811684276,0.09332918997306816,0.5404754505904288,0.1290786202610317
41,0.03137062249982455,0.5087023650782511,0.17611762228928346,0.22229630149484175,0.06151308863779914
44,0.030944625407166124,0.15602605863192182,0.1552117263843648,0.612214983713355,0.04560260586319218
45,0.03672647647907348,0.15285229501561834,0.09478938574734591,0.6708730710557176,0.04475877170224468
47,,,,,
52,0.041176470588235294,0.4502673796791444,0.13689839572192514,0.2877005347593583,0.0839572192513369
54,0.024770668843551464,0.24495761850524161,0.11975555218554286,0.4959748066455216,0.11454135382014242
57,0.030028013039988206,0.47977655095588356,0.18244516160739152,0.24025686810936553,0.0674934062873712
61,0.026186728634831423,0.28108935169860777,0.1764302554160221,0.3848702654137929,0.13142339883674586
71,0.028861750393756318,0.35200639413244317,0.207674134323797,0.2743599990596864,0.13709772209031712
72,0.02054730047737511,0.3730518389027096,0.17992335103879514,0.3162912660525785,0.11018624352854166
73,0.012941659819227609,0.17330868255272527,0.11467748562037798,0.5604457682826622,0.13862640372500684
74,0.037340445799199845,0.39956817171524733,0.13780402616371373,0.34628818187591287,0.0789991744459262
75,0.028424657534246577,0.4348744292237443,0.182648401826484,0.2805936073059361,0.07345890410958904
76,0.010235740234944711,0.42046087348519,0.16570761846676035,0.2678263636604704,0.1357694041526345
77,0.013447199031291823,0.36387100885858137,0.1305419242453211,0.37122129458500625,0.12091857327979946
78,0.02519975414874001,0.4289080106535546,0.13993034214300348,0.30803114115959845,0.09793075189510346
79,0.021825773391535394,0.2881002087682672,0.1757449231353198,0.3670525716454735,0.14727652305940406
80,0.023322853890101625,0.36956748796256644,0.1564605245292084,0.34063064662690745,0.11001848699121607
81,0.017759562841530054,0.29046669620440113,0.18863535666814354,0.39159651454733424,0.11154186973859105
82,0.026722828338627262,0.30361828476729735,0.1394144455185748,0.4454495235464715,0.08479491782902913
83,0.015492957746478873,0.24507042253521127,0.18169014084507043,0.4253521126760563,0.1323943661971831
84,0.02342723527446832,0.32606613962810377,0.15940318450061242,0.3572653379356419,0.1338381026611736
85,0.00824763793913452,0.2308555619355849,0.26332411129091193,0.3108524299211776,0.186720258913191
86,0.004089119883823136,0.2611017694042114,0.2529426376734054,0.2722417548821034,0.2096247181564566
87,0.05966021335440538,0.31578427499012246,0.10015804030027657,0.4053733702094034,0.11902410114579218
88,0.050712896953985745,0.3734607906675308,0.13480233311730394,0.32955281918340895,0.11147116007777058
89,0.02056555269922879,0.31208226221079693,0.10334190231362468,0.45604113110539846,0.10796915167095116
90,0.029084127224154443,0.3810171883663491,0.18317455516911135,0.34331367508442967,0.06341045415595545
91,0.03293864370290635,0.4006458557588805,0.13153928955866523,0.37717976318622176,0.05769644779332616
92,0.00890972046279875,0.3366692002364665,0.19082003209188414,0.3471412887425049,0.11645975846634575
93,0.0622568093385214,0.4337913424124514,0.09241245136186771,0.348431420233463,0.0631079766536965
94,0.039792387543252594,0.38587722670767655,0.14039471997949507,0.3235934896834551,0.11034217608612072
95,0.02286401925391095,0.4608904933814681,0.12033694344163658,0.3176895306859206,0.07821901323706378
96,0.03943850267379679,0.45298573975044565,0.05258467023172905,0.40931372549019607,0.04567736185383244
97,0.05295629820051414,0.39640102827763496,0.04473007712082262,0.4267352185089974,0.07917737789203085
98,0.032966627288836384,0.379060838747785,0.10836901949202599,0.3896374778499705,0.08996603662138217
99,0.03008015087223008,0.38896746817538896,0.15662423385195662,0.33993399339933994,0.0843941537010844
100,0.038538597525044196,0.49004124926340603,0.0563347083087802,0.35875073659398937,0.0563347083087802
101,0.04970436067997044,0.35125646711012565,0.07908351810790835,0.45509977827050996,0.06485587583148558
102,0.02691166519181719,0.4342043620842226,0.10280568424340222,0.3390765707146947,0.0970017177658633
103,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0
104,0.03056768558951965,0.30930213397050343,0.09862404218505397,0.4801845596111065,0.08132157864381642
105,0.0359375,0.30885416666666665,0.07552083333333333,0.5328125,0.046875
106,0.03213610586011342,0.3290800252047889,0.07734719596723377,0.5017328292375551,0.05970384373030876
107,0.0493517356754496,0.3734838979506483,0.0999581764951903,0.40359682141363445,0.07360936846507737
