tract_geoid_2019,<100,100,101 - 199,200,>200
06037480703,0.021917808219178082,0.1780821917808219,0.14657534246575343,0.6150684931506849,0.038356164383561646
06037480704,0.028282828282828285,0.12323232323232323,0.10909090909090909,0.692929292929293,0.046464646464646465
06037480802,0.06542056074766354,0.14953271028037382,0.0814419225634179,0.6915887850467289,0.012016021361815754
06037480803,0.08827586206896551,0.14758620689655172,0.08137931034482758,0.6606896551724138,0.022068965517241378
06037480804,0.08189655172413793,0.15948275862068967,0.09482758620689655,0.6508620689655172,0.01293103448275862
06037480901,0.05670103092783505,0.24742268041237114,0.1134020618556701,0.5670103092783505,0.015463917525773196
06037480902,0.09722222222222222,0.09722222222222222,0.1111111111111111,0.6805555555555556,0.013888888888888888
06037480903,0.0903954802259887,0.1271186440677966,0.10734463276836158,0.655367231638418,0.01977401129943503
06037481001,0.06725146198830409,0.13157894736842105,0.11695906432748537,0.6754385964912281,0.008771929824561403
06037481002,0.03768844221105527,0.3241206030150754,0.06532663316582915,0.5527638190954773,0.020100502512562814
06037481101,0.06040268456375839,0.11409395973154363,0.1342281879194631,0.6912751677852349,0.0
06037481102,0.08620689655172414,0.1896551724137931,0.10344827586206896,0.5344827586206896,0.08620689655172414
06037481103,0.1010989010989011,0.1901098901098901,0.10989010989010989,0.5439560439560439,0.054945054945054944
06037481201,0.07013574660633484,0.21945701357466063,0.11085972850678733,0.504524886877828,0.09502262443438914
06037481202,0.12280701754385964,0.14912280701754385,0.11403508771929824,0.5614035087719298,0.05263157894736842
06037481300,0.07533234859675036,0.21861152141802068,0.10635155096011817,0.5376661742983752,0.0620384047267356
06037481401,0.1444141689373297,0.1444141689373297,0.10899182561307902,0.5817438692098093,0.020435967302452316
06037481402,0.0959016393442623,0.16885245901639345,0.15081967213114755,0.5442622950819672,0.04016393442622951
06037481500,0.24829600778967867,0.10321324245374879,0.09055501460564752,0.5559883154819864,0.0019474196689386564
06037481603,0.10473815461346633,0.11221945137157108,0.09725685785536159,0.6733167082294265,0.012468827930174564
06037481604,0.11370262390670553,0.14868804664723032,0.11661807580174927,0.6180758017492711,0.0029154518950437317
06037481605,0.05341246290801187,0.18991097922848665,0.10089020771513353,0.6498516320474778,0.005934718100890208
06037481606,0.05067567567567568,0.11486486486486487,0.13175675675675674,0.6925675675675675,0.010135135135135136
06037481711,0.05405405405405406,0.08108108108108109,0.1891891891891892,0.6486486486486487,0.02702702702702703
06037481712,0.05223880597014925,0.11194029850746269,0.23507462686567165,0.5671641791044776,0.033582089552238806
06037481713,0.013605442176870748,0.11564625850340136,0.17687074829931973,0.6598639455782312,0.034013605442176874
06037481714,0.009900990099009901,0.06930693069306931,0.16831683168316833,0.7326732673267327,0.019801980198019802
06037481800,0.06077981651376147,0.1444954128440367,0.07912844036697247,0.6697247706422018,0.045871559633027525
06037481901,0.07330195023537324,0.1378614660390047,0.08069939475453934,0.6738399462004036,0.03429724277067922
06037481902,0.031201248049921998,0.24336973478939158,0.07956318252730109,0.5460218408736349,0.0998439937597504
06037482001,0.0011876484560570072,0.43942992874109266,0.02494061757719715,0.39073634204275537,0.14370546318289787
06037482002,0.0012738853503184713,0.2878980891719745,0.10127388535031848,0.45222929936305734,0.1573248407643312
06037482101,0.05610972568578554,0.26932668329177056,0.1172069825436409,0.5099750623441397,0.04738154613466334
06037482102,0.028376844494892167,0.20090805902383654,0.056753688989784334,0.5686719636776391,0.1452894438138479
06037482201,0.058823529411764705,0.14705882352941177,0.1948529411764706,0.5404411764705882,0.058823529411764705
06037482202,0.08771929824561403,0.21929824561403508,0.13157894736842105,0.5263157894736842,0.03508771929824561
06037482301,0.15637860082304528,0.22016460905349794,0.11316872427983539,0.49794238683127573,0.012345679012345678
06037482303,0.07142857142857142,0.18433179723502305,0.19815668202764977,0.511520737327189,0.03456221198156682
06037482304,0.04580152671755725,0.1984732824427481,0.20610687022900764,0.5114503816793893,0.03816793893129771
06037482401,0.13350125944584382,0.14357682619647355,0.1309823677581864,0.5717884130982368,0.020151133501259445
06037482402,0.07072691552062868,0.5363457760314342,0.09332023575638507,0.25147347740667975,0.0481335952848723
06037482502,0.07202216066481995,0.16066481994459833,0.26038781163434904,0.4709141274238227,0.036011080332409975
06037482503,0.06031746031746032,0.20634920634920634,0.16825396825396827,0.526984126984127,0.0380952380952381
06037482521,0.050538525269262634,0.275890637945319,0.15327257663628832,0.4523612261806131,0.06793703396851698
06037482522,0.0196078431372549,0.5470588235294118,0.023529411764705882,0.31176470588235294,0.09803921568627451
06037482600,0.005408062930186824,0.3726647000983284,0.05506391347099312,0.4301868239921337,0.13667649950835792
06037482701,0.09333333333333334,0.13666666666666666,0.07888888888888888,0.6488888888888888,0.042222222222222223
06037482702,0.14066496163682865,0.11381074168797954,0.08567774936061381,0.6419437340153452,0.017902813299232736
06037482800,0.07198612315698179,0.18300086730268864,0.05897658282740677,0.5897658282740676,0.09627059843885516
06037500100,0.008902077151335312,0.09495548961424333,0.13056379821958458,0.5410484668644906,0.22453016815034618
06037500201,0.00991571641051066,0.16162617749132374,0.06147744174516609,0.5815567674764501,0.18542389687654934
06037500202,0.008783783783783784,0.20945945945945946,0.10270270270270271,0.47094594594594597,0.20810810810810812
06037500300,0.009302325581395349,0.1875968992248062,0.5007751937984496,0.2496124031007752,0.05271317829457364
06037500402,0.1926163723916533,0.14285714285714285,0.06581059390048154,0.5762439807383628,0.02247191011235955
06037500403,0.024657534246575342,0.4684931506849315,0.12465753424657534,0.2808219178082192,0.10136986301369863
06037500404,0.12424242424242424,0.34040404040404043,0.048484848484848485,0.44242424242424244,0.044444444444444446
06037500500,0.07407407407407407,0.3434343434343434,0.06397306397306397,0.48148148148148145,0.037037037037037035
06037500600,0.18215962441314554,0.28544600938967135,0.06948356807511737,0.4413145539906103,0.0215962441314554
06037500700,0.24121621621621622,0.19797297297297298,0.06148648648648649,0.4648648648648649,0.03445945945945946
06037500800,0.17557251908396945,0.1670907548770144,0.08312128922815945,0.5411365564037319,0.03307888040712468
06037500900,0.1611969111969112,0.2055984555984556,0.07818532818532818,0.5241312741312741,0.03088803088803089
