,GEOID_INT,NAMELSAD,COUNTYFP,tract_geoid_2019,<60,60,61 - 89,90,91 - 149,150,>150
0,6037139301,Census Tract 1393.01,037,6037139301,3,7,0,1,0,1,1
1,6037139302,Census Tract 1393.02,037,6037139302,0,15,0,6,0,3,0
2,6037139502,Census Tract 1395.02,037,6037139502,0,5,0,2,0,1,0
3,6037139600,Census Tract 1396,037,6037139600,1,3,0,1,0,2,1
4,6037139701,Census Tract 1397.01,037,6037139701,1,1,0,2,0,0,0
5,6013324002,Census Tract 3240.02,013,6013324002,1,8,0,10,0,0,0
6,6013320004,Census Tract 3200.04,013,6013320004,2,7,0,13,0,1,0
7,6013336201,Census Tract 3362.01,013,6013336201,1,14,0,8,0,2,0
8,6013338203,Census Tract 3382.03,013,6013338203,1,9,0,7,0,3,0
9,6013338204,Census Tract 3382.04,013,6013338204,0,8,0,14,0,4,0
10,6013355116,Census Tract 3551.16,013,6013355116,0,0,0,0,0,2,0
11,6013345204,Census Tract 3452.04,013,6013345204,0,1,0,1,0,0,0
12,6013345203,Census Tract 3452.03,013,6013345203,0,9,0,16,0,1,0
13,6013345112,Census Tract 3451.12,013,6013345112,0,0,0,26,0,3,0
14,6013345113,Census Tract 3451.13,013,6013345113,0,1,0,31,0,7,0
15,6037143400,Census Tract 1434,037,6037143400,6,29,0,54,0,17,5
16,6037143500,Census Tract 1435,037,6037143500,8,44,0,48,0,20,7
17,6037181000,Census Tract 1810,037,6037181000,5,66,0,14,0,14,6
18,6037181500,Census Tract 1815,037,6037181500,18,114,0,11,0,15,10
19,6037181600,Census Tract 1816,037,6037181600,6,94,0,19,0,10,4
20,6037183101,Census Tract 1831.01,037,6037183101,10,92,0,18,0,10,11
21,6001441402,Census Tract 4414.02,001,6001441402,0,0,0,6,0,2,0
22,6001441601,Census Tract 4416.01,001,6001441601,0,1,0,0,0,0,0
23,6001441602,Census Tract 4416.02,001,6001441602,0,1,0,0,0,1,0
24,6037183220,Census Tract 1832.20,037,6037183220,12,111,0,23,0,13,7
25,6037183300,Census Tract 1833,037,6037183300,20,126,0,18,0,14,9
26,6037183510,Census Tract 1835.10,037,6037183510,15,76,0,17,0,11,3
27,6037183520,Census Tract 1835.20,037,6037183520,6,95,0,19,0,18,6
28,6037183610,Census Tract 1836.10,037,6037183610,9,80,0,18,0,11,14
29,6037192300,Census Tract 1923,037,6037192300,2,17,0,5,0,2,4
30,6001441800,Census Tract 4418,001,6001441800,0,16,0,9,0,0,0
31,6001441921,Census Tract 4419.21,001,6001441921,0,5,0,17,0,5,0
32,6037195400,Census Tract 1954,037,6037195400,19,273,0,44,0,55,19
33,6001441923,Census Tract 4419.23,001,6001441923,0,8,0,7,0,3,0
34,6001442100,Census Tract 4421,001,6001442100,0,3,0,0,0,0,0
35,6001442400,Census Tract 4424,001,6001442400,0,2,0,0,0,0,0
36,6001442500,Census Tract 4425,001,6001442500,0,6,0,4,0,1,0
37,6037183820,Census Tract 1838.20,037,6037183820,11,69,0,24,0,8,2
38,6037185100,Census Tract 1851,037,6037185100,11,111,0,18,0,21,7
39,6037185202,Census Tract 1852.02,037,6037185202,11,106,0,10,0,13,8
40,6037185310,Census Tract 1853.10,037,6037185310,16,152,0,9,0,14,4
41,6073003901,Census Tract 39.01,073,6073003901,32,88,0,22,0,17,6
42,6073003902,Census Tract 39.02,073,6073003902,48,88,0,23,0,18,3
43,6073004000,Census Tract 40,073,6073004000,41,105,0,37,0,26,6
44,6073004100,Census Tract 41,073,6073004100,29,129,0,39,0,44,10
45,6073008800,Census Tract 88,073,6073008800,48,107,0,4,0,26,1
46,6073008901,Census Tract 89.01,073,6073008901,14,39,0,4,0,4,2
47,6073009000,Census Tract 90,073,6073009000,21,54,0,4,0,11,3
48,6073009101,Census Tract 91.01,073,6073009101,1,40,0,82,0,10,2
49,6081605300,Census Tract 6053,081,6081605300,14,80,0,24,0,2,0
50,6081605400,Census Tract 6054,081,6081605400,23,125,0,34,0,2,0
51,6081605500,Census Tract 6055,081,6081605500,9,92,0,48,0,4,0
52,6081605800,Census Tract 6058,081,6081605800,6,4,0,0,0,0,0
53,6081605900,Census Tract 6059,081,6081605900,22,141,0,47,0,10,1
54,6095253101,Census Tract 2531.01,095,6095253101,4,33,0,22,0,0,0
55,6095253105,Census Tract 2531.05,095,6095253105,0,2,0,5,0,0,0
56,6095253106,Census Tract 2531.06,095,6095253106,0,2,0,2,0,0,0
57,6095253107,Census Tract 2531.07,095,6095253107,0,5,0,32,0,2,0
58,6095253201,Census Tract 2532.01,095,6095253201,0,1,0,0,0,0,0
59,6071008706,Census Tract 87.06,071,6071008706,0,5,0,6,0,0,0
60,6071009300,Census Tract 93,071,6071009300,2,2,0,0,0,0,0
61,6037501900,Census Tract 5019,037,6037501900,2,4,0,2,0,0,0
62,6037533503,Census Tract 5335.03,037,6037533503,20,56,0,15,0,1,0
63,6037543702,Census Tract 5437.02,037,6037543702,66,60,0,1,0,0,0
64,6037553902,Census Tract 5539.02,037,6037553902,32,115,0,49,0,1,0
65,6037570304,Census Tract 5703.04,037,6037570304,41,142,0,32,0,3,0
66,6037620303,Census Tract 6203.03,037,6037620303,4,24,0,12,0,0,0
67,6099000910,Census Tract 9.10,099,6099000910,0,181,0,79,0,3,0
68,6099001001,Census Tract 10.01,099,6099001001,2,96,0,59,0,2,0
69,6099000911,Census Tract 9.11,099,6099000911,0,0,0,1,0,3,0
70,6037403801,Census Tract 4038.01,037,6037403801,0,8,0,8,0,2,0
71,6037408135,Census Tract 4081.35,037,6037408135,0,36,0,82,0,4,0
72,6089011300,Census Tract 113,089,6089011300,0,43,0,59,0,11,0
73,6089012000,Census Tract 120,089,6089012000,7,46,0,33,0,4,0
74,6065030101,Census Tract 301.01,065,6065030101,1,6,0,2,0,0,0
75,6065030103,Census Tract 301.03,065,6065030103,7,14,0,3,0,3,1
76,6093000100,Census Tract 1,093,6093000100,0,0,0,0,0,0,0
77,6093000600,Census Tract 6,093,6093000600,1,2,0,2,0,0,0
78,6093001000,Census Tract 10,093,6093001000,0,12,0,26,0,4,0
79,6037408212,Census Tract 4082.12,037,6037408212,0,2,0,0,0,0,0
80,6037408301,Census Tract 4083.01,037,6037408301,22,53,0,14,0,0,0
81,6037408302,Census Tract 4083.02,037,6037408302,8,14,0,1,0,0,0
82,6065050400,Census Tract 504,065,6065050400,0,0,0,1,0,0,0
83,6065051100,Census Tract 511,065,6065051100,0,1,0,0,0,1,0
84,6065043512,Census Tract 435.12,065,6065043512,0,0,0,4,0,0,0
85,6065043811,Census Tract 438.11,065,6065043811,0,7,0,3,0,0,0
86,6085503111,Census Tract 5031.11,085,6085503111,0,5,0,8,0,0,0
87,6085503112,Census Tract 5031.12,085,6085503112,8,84,0,27,0,4,0
88,6085506302,Census Tract 5063.02,085,6085506302,0,72,0,79,0,1,0
89,6085511200,Census Tract 5112,085,6085511200,2,15,0,7,0,0,0
90,6071001903,Census Tract 19.03,071,6071001903,0,1,0,3,0,5,0
91,6071002021,Census Tract 20.21,071,6071002021,0,1,0,0,0,0,0
92,6071002804,Census Tract 28.04,071,6071002804,4,29,0,45,0,8,0
93,6071000825,Census Tract 8.25,071,6071000825,0,29,0,9,0,0,0
94,6071002105,Census Tract 21.05,071,6071002105,0,2,0,4,0,0,0
95,6071001503,Census Tract 15.03,071,6071001503,4,54,0,31,0,2,0
96,6089012301,Census Tract 123.01,089,6089012301,1,2,0,0,0,0,0
97,6045010801,Census Tract 108.01,045,6045010801,0,0,0,6,0,1,0
98,6045010802,Census Tract 108.02,045,6045010802,0,2,0,0,0,0,0
99,6045010600,Census Tract 106,045,6045010600,0,8,0,15,0,0,0
100,6037603703,Census Tract 6037.03,037,6037603703,0,2,0,0,0,0,0
101,6045011500,Census Tract 115,045,6045011500,5,45,0,24,0,3,0
102,6045011600,Census Tract 116,045,6045011600,2,19,0,11,0,2,0
103,6045010500,Census Tract 105,045,6045010500,1,21,0,17,0,0,0
104,6045010900,Census Tract 109,045,6045010900,1,1,0,3,0,0,0
105,6045010200,Census Tract 102,045,6045010200,0,2,0,2,0,0,0
106,6045011800,Census Tract 118,045,6045011800,1,2,0,3,0,0,0
107,6085509801,Census Tract 5098.01,085,6085509801,1,66,0,39,0,4,0
108,6085512401,Census Tract 5124.01,085,6085512401,0,3,0,5,0,0,0
109,6085511911,Census Tract 5119.11,085,6085511911,0,0,0,1,0,0,0
110,6085506801,Census Tract 5068.01,085,6085506801,1,58,0,25,0,0,1
111,6085507600,Census Tract 5076,085,6085507600,1,0,0,0,0,0,0
112,6085505202,Census Tract 5052.02,085,6085505202,4,79,0,57,0,28,4
113,6085512035,Census Tract 5120.35,085,6085512035,0,0,0,1,0,0,0
114,6085511913,Census Tract 5119.13,085,6085511913,0,0,0,0,0,0,0
115,6085502500,Census Tract 5025,085,6085502500,5,27,0,20,0,0,0
116,6085506502,Census Tract 5065.02,085,6085506502,2,31,0,17,0,4,0
117,6085507206,Census Tract 5072.06,085,6085507206,0,1,0,0,0,0,0
118,6085504308,Census Tract 5043.08,085,6085504308,0,4,0,1,0,0,0
119,6085504202,Census Tract 5042.02,085,6085504202,0,0,0,0,0,0,0
120,6085504201,Census Tract 5042.01,085,6085504201,0,1,0,1,0,0,0
121,6037460800,Census Tract 4608,037,6037460800,1,0,0,1,0,0,0
122,6045010700,Census Tract 107,045,6045010700,4,26,0,38,0,4,0
123,6045011700,Census Tract 117,045,6045011700,1,6,0,9,0,1,0
124,6045011200,Census Tract 112,045,6045011200,0,6,0,7,0,0,0
125,6045010400,Census Tract 104,045,6045010400,5,27,0,7,0,0,0
126,6045010300,Census Tract 103,045,6045010300,0,0,0,0,0,0,0
127,6085503113,Census Tract 5031.13,085,6085503113,21,104,0,52,0,0,0
128,6111004304,Census Tract 43.04,111,6111004304,0,2,0,0,0,0,0
129,6111004506,Census Tract 45.06,111,6111004506,2,93,0,66,0,4,0
130,6111003609,Census Tract 36.09,111,6111003609,0,39,0,35,0,5,0
131,6111004710,Census Tract 47.10,111,6111004710,0,40,0,8,0,0,0
132,6111007514,Census Tract 75.14,111,6111007514,0,0,0,4,0,2,0
133,6111004505,Census Tract 45.05,111,6111004505,0,6,0,4,0,0,0
134,6085510500,Census Tract 5105,085,6085510500,0,0,0,2,0,44,1
135,6035040304,Census Tract 403.04,035,6035040304,7,33,0,10,0,2,0
136,6035040305,Census Tract 403.05,035,6035040305,11,16,0,7,0,2,0
137,6085512031,Census Tract 5120.31,085,6085512031,0,1,0,29,0,4,0
138,6085502902,Census Tract 5029.02,085,6085502902,0,18,0,20,0,0,0
139,6085502601,Census Tract 5026.01,085,6085502601,0,3,0,3,0,0,0
140,6053011801,Census Tract 118.01,053,6053011801,5,15,0,5,0,3,0
141,6053011203,Census Tract 112.03,053,6053011203,3,32,0,55,0,5,0
142,6053014500,Census Tract 145,053,6053014500,6,47,0,22,0,0,0
143,6037106112,Census Tract 1061.12,037,6037106112,3,1,0,1,0,1,0
144,6037106113,Census Tract 1061.13,037,6037106113,0,2,0,0,0,1,1
145,6037106114,Census Tract 1061.14,037,6037106114,3,19,0,10,0,3,4
146,6037106403,Census Tract 1064.03,037,6037106403,2,4,0,2,0,0,1
147,6065030104,Census Tract 301.04,065,6065030104,2,18,0,3,0,4,0
148,6065031601,Census Tract 316.01,065,6065031601,5,20,0,10,0,1,0
149,6065040102,Census Tract 401.02,065,6065040102,0,0,0,0,0,0,0
150,6037101300,Census Tract 1013,037,6037101300,3,17,0,7,0,2,2
151,6037103101,Census Tract 1031.01,037,6037103101,0,2,0,0,0,2,0
152,6037103102,Census Tract 1031.02,037,6037103102,3,15,0,8,0,1,3
153,6037103400,Census Tract 1034,037,6037103400,7,48,0,25,0,12,5
154,6037104105,Census Tract 1041.05,037,6037104105,0,0,0,3,0,1,0
155,6065041101,Census Tract 411.01,065,6065041101,10,31,0,16,0,5,2
156,6065041102,Census Tract 411.02,065,6065041102,3,21,0,10,0,2,1
157,6065043818,Census Tract 438.18,065,6065043818,0,0,0,37,0,3,0
158,6065043820,Census Tract 438.20,065,6065043820,0,0,0,0,0,1,0
159,6065043821,Census Tract 438.21,065,6065043821,2,13,0,14,0,2,1
160,6065044405,Census Tract 444.05,065,6065044405,1,13,0,3,0,0,0
161,6065044518,Census Tract 445.18,065,6065044518,0,5,0,17,0,2,0
162,6065044521,Census Tract 445.21,065,6065044521,0,2,0,0,0,0,0
163,6065044919,Census Tract 449.19,065,6065044919,0,1,0,1,0,0,0
164,6037106510,Census Tract 1065.10,037,6037106510,1,5,0,9,0,0,1
165,6037106520,Census Tract 1065.20,037,6037106520,6,14,0,7,0,1,2
166,6037106604,Census Tract 1066.04,037,6037106604,7,34,0,14,0,9,5
167,6037106641,Census Tract 1066.41,037,6037106641,0,0,0,1,0,0,0
168,6037910605,Census Tract 9106.05,037,6037910605,0,0,0,1,0,0,0
169,6045011400,Census Tract 114,045,6045011400,1,9,0,3,0,1,0
170,6065044921,Census Tract 449.21,065,6065044921,0,0,0,1,0,0,0
171,6065044922,Census Tract 449.22,065,6065044922,0,0,0,0,0,0,0
172,6037910813,Census Tract 9108.13,037,6037910813,0,12,0,9,0,2,0
173,6037911001,Census Tract 9110.01,037,6037911001,1,2,0,2,0,0,0
174,6037570403,Census Tract 5704.03,037,6037570403,43,80,0,9,0,0,0
175,6037920114,Census Tract 9201.14,037,6037920114,0,0,0,5,0,0,0
176,6037404503,Census Tract 4045.03,037,6037404503,1,3,0,1,0,1,0
177,6037402801,Census Tract 4028.01,037,6037402801,30,127,0,19,0,1,0
178,6037403902,Census Tract 4039.02,037,6037403902,0,9,0,2,0,1,0
179,6037404000,Census Tract 4040,037,6037404000,0,1,0,5,0,1,0
180,6037404100,Census Tract 4041,037,6037404100,0,3,0,2,0,0,0
181,6037404301,Census Tract 4043.01,037,6037404301,23,138,0,90,0,28,0
182,6037404302,Census Tract 4043.02,037,6037404302,1,1,0,4,0,0,0
183,6037404401,Census Tract 4044.01,037,6037404401,26,60,0,32,0,3,0
184,6037431200,Census Tract 4312,037,6037431200,5,27,0,6,0,1,0
185,6037431300,Census Tract 4313,037,6037431300,8,15,0,10,0,0,0
186,6037431400,Census Tract 4314,037,6037431400,1,14,0,2,0,2,0
187,6037431600,Census Tract 4316,037,6037431600,3,23,0,2,0,0,0
188,6111007612,Census Tract 76.12,111,6111007612,0,0,0,6,0,0,0
189,6085511500,Census Tract 5115,085,6085511500,25,59,0,40,0,5,0
190,6037113232,Census Tract 1132.32,037,6037113232,0,0,0,1,0,1,0
191,6037113233,Census Tract 1132.33,037,6037113233,0,31,0,13,0,3,2
192,6037113234,Census Tract 1132.34,037,6037113234,1,9,0,8,0,2,1
193,6037431700,Census Tract 4317,037,6037431700,6,26,0,8,0,0,0
194,6085512052,Census Tract 5120.52,085,6085512052,0,49,0,32,0,0,0
195,6057000900,Census Tract 9,057,6057000900,0,3,0,1,0,0,0
196,6057000103,Census Tract 1.03,057,6057000103,0,0,0,5,0,1,0
197,6057000401,Census Tract 4.01,057,6057000401,0,0,0,0,0,1,0
198,6065041301,Census Tract 413.01,065,6065041301,1,13,0,9,0,1,1
199,6065041302,Census Tract 413.02,065,6065041302,4,8,0,13,0,1,2
200,6065043266,Census Tract 432.66,065,6065043266,0,0,0,3,0,1,0
201,6065044929,Census Tract 449.29,065,6065044929,0,0,0,3,0,1,0
202,6065044932,Census Tract 449.32,065,6065044932,0,0,0,0,0,0,0
203,6065045116,Census Tract 451.16,065,6065045116,0,1,0,0,0,0,0
204,6037402902,Census Tract 4029.02,037,6037402902,3,76,0,27,0,2,0
205,6037403000,Census Tract 4030,037,6037403000,1,28,0,9,0,0,0
206,6037403304,Census Tract 4033.04,037,6037403304,0,1,0,0,0,0,0
207,6085506802,Census Tract 5068.02,085,6085506802,0,41,0,28,0,2,0
208,6085500800,Census Tract 5008,085,6085500800,1,26,0,16,0,3,0
209,6085502302,Census Tract 5023.02,085,6085502302,3,27,0,13,0,0,0
210,6085501102,Census Tract 5011.02,085,6085501102,14,95,0,27,0,1,0
211,6037404402,Census Tract 4044.02,037,6037404402,24,57,0,26,0,0,0
212,6037404702,Census Tract 4047.02,037,6037404702,29,51,0,33,0,6,0
213,6037404703,Census Tract 4047.03,037,6037404703,15,37,0,10,0,0,0
214,6037404801,Census Tract 4048.01,037,6037404801,28,48,0,32,0,1,0
215,6037404802,Census Tract 4048.02,037,6037404802,19,28,0,9,0,1,0
216,6037404803,Census Tract 4048.03,037,6037404803,0,7,0,4,0,0,0
217,6037404903,Census Tract 4049.03,037,6037404903,4,11,0,5,0,2,0
218,6045011001,Census Tract 110.01,045,6045011001,0,1,0,0,0,0,0
219,6065043602,Census Tract 436.02,065,6065043602,2,20,0,8,0,5,0
220,6037462600,Census Tract 4626,037,6037462600,13,31,0,2,0,0,0
221,6037117405,Census Tract 1174.05,037,6037117405,0,15,0,6,0,4,1
222,6037117301,Census Tract 1173.01,037,6037117301,0,1,0,0,0,0,0
223,6037103300,Census Tract 1033,037,6037103300,6,19,0,4,0,3,3
224,6037910807,Census Tract 9108.07,037,6037910807,0,0,0,13,0,5,0
225,6037920332,Census Tract 9203.32,037,6037920332,1,4,0,3,0,0,0
226,6065044917,Census Tract 449.17,065,6065044917,0,0,0,1,0,0,0
227,6065044918,Census Tract 449.18,065,6065044918,0,0,0,1,0,0,0
228,6065044923,Census Tract 449.23,065,6065044923,0,6,0,20,0,3,0
229,6065044924,Census Tract 449.24,065,6065044924,0,6,0,28,0,1,0
230,6065044925,Census Tract 449.25,065,6065044925,0,0,0,1,0,1,0
231,6065045118,Census Tract 451.18,065,6065045118,0,4,0,3,0,0,0
232,6065045122,Census Tract 451.22,065,6065045122,0,0,0,0,0,0,0
233,6037191902,Census Tract 1919.02,037,6037191902,14,119,0,20,0,36,9
234,6037194102,Census Tract 1941.02,037,6037194102,4,17,0,6,0,1,1
235,6037195803,Census Tract 1958.03,037,6037195803,42,137,0,21,0,24,16
236,6037102105,Census Tract 1021.05,037,6037102105,11,19,0,12,0,1,3
237,6037104124,Census Tract 1041.24,037,6037104124,0,3,0,1,0,1,0
238,6037104821,Census Tract 1048.21,037,6037104821,4,20,0,6,0,2,0
239,6037106408,Census Tract 1064.08,037,6037106408,1,11,0,7,0,6,1
240,6019004406,Census Tract 44.06,019,6019004406,0,0,0,9,0,2,0
241,6019004503,Census Tract 45.03,019,6019004503,0,14,0,4,0,0,0
242,6019004504,Census Tract 45.04,019,6019004504,0,3,0,8,0,2,0
243,6019004505,Census Tract 45.05,019,6019004505,0,2,0,1,0,0,0
244,6099000912,Census Tract 9.12,099,6099000912,0,7,0,20,0,3,0
245,6099001002,Census Tract 10.02,099,6099001002,14,62,0,47,0,3,0
246,6037115104,Census Tract 1151.04,037,6037115104,0,0,0,11,0,2,3
247,6037119201,Census Tract 1192.01,037,6037119201,0,0,0,0,0,1,0
248,6037125501,Census Tract 1255.01,037,6037125501,16,91,0,35,0,20,3
249,6037920339,Census Tract 9203.39,037,6037920339,0,0,0,1,0,1,0
250,6037800204,Census Tract 8002.04,037,6037800204,0,0,0,0,0,1,0
251,6037571703,Census Tract 5717.03,037,6037571703,27,78,0,17,0,1,0
252,6037901213,Census Tract 9012.13,037,6037901213,2,6,0,3,0,0,0
253,6037910001,Census Tract 9100.01,037,6037910001,0,1,0,4,0,0,0
254,6037920011,Census Tract 9200.11,037,6037920011,0,0,0,0,0,0,0
255,6037920012,Census Tract 9200.12,037,6037920012,0,2,0,6,0,0,0
256,6067002500,Census Tract 25,067,6067002500,1,19,0,4,0,1,0
257,6099002501,Census Tract 25.01,099,6099002501,4,8,0,11,0,0,0
258,6099002602,Census Tract 26.02,099,6099002602,8,44,0,44,0,9,1
259,6099002301,Census Tract 23.01,099,6099002301,12,23,0,13,0,3,0
260,6099002604,Census Tract 26.04,099,6099002604,5,22,0,28,0,6,2
261,6099002605,Census Tract 26.05,099,6099002605,0,10,0,19,0,3,0
262,6099002701,Census Tract 27.01,099,6099002701,1,0,0,0,0,0,0
263,6099003803,Census Tract 38.03,099,6099003803,0,2,0,5,0,1,0
264,6099003904,Census Tract 39.04,099,6099003904,10,54,0,33,0,1,0
265,6059089001,Census Tract 890.01,059,6059089001,4,33,0,18,0,0,0
266,6037134520,Census Tract 1345.20,037,6037134520,7,46,0,38,0,11,8
267,6059099241,Census Tract 992.41,059,6059099241,0,15,0,9,0,0,0
268,6059099242,Census Tract 992.42,059,6059099242,0,19,0,14,0,0,0
269,6059099405,Census Tract 994.05,059,6059099405,0,1,0,2,0,1,0
270,6059099407,Census Tract 994.07,059,6059099407,0,12,0,9,0,0,0
271,6059099408,Census Tract 994.08,059,6059099408,0,20,0,21,0,1,0
272,6059099410,Census Tract 994.10,059,6059099410,1,94,0,49,0,2,0
273,6059099411,Census Tract 994.11,059,6059099411,0,122,0,58,0,2,0
274,6059099412,Census Tract 994.12,059,6059099412,0,1,0,1,0,0,0
275,6059110201,Census Tract 1102.01,059,6059110201,1,17,0,2,0,1,0
276,6059110117,Census Tract 1101.17,059,6059110117,0,6,0,0,0,1,0
277,6059074601,Census Tract 746.01,059,6059074601,17,113,0,20,0,0,0
278,6059075100,Census Tract 751,059,6059075100,22,39,0,18,0,0,0
279,6059075201,Census Tract 752.01,059,6059075201,1,61,0,22,0,0,0
280,6059075202,Census Tract 752.02,059,6059075202,4,18,0,17,0,0,0
281,6067003900,Census Tract 39,067,6067003900,2,78,0,49,0,1,0
282,6067004001,Census Tract 40.01,067,6067004001,0,129,0,89,0,2,0
283,6067004004,Census Tract 40.04,067,6067004004,0,72,0,88,0,12,0
284,6067004005,Census Tract 40.05,067,6067004005,0,81,0,132,0,22,0
285,6037134901,Census Tract 1349.01,037,6037134901,0,19,0,11,0,0,0
286,6059075301,Census Tract 753.01,059,6059075301,0,2,0,1,0,0,0
287,6059075302,Census Tract 753.02,059,6059075302,0,28,0,16,0,0,0
288,6067005402,Census Tract 54.02,067,6067005402,0,4,0,1,0,1,0
289,6067005403,Census Tract 54.03,067,6067005403,0,2,0,0,0,0,0
290,6067005404,Census Tract 54.04,067,6067005404,0,40,0,12,0,5,0
291,6059087200,Census Tract 872,059,6059087200,9,79,0,39,0,5,0
292,6059087300,Census Tract 873,059,6059087300,9,127,0,61,0,7,3
293,6059087401,Census Tract 874.01,059,6059087401,3,10,0,7,0,2,1
294,6059087405,Census Tract 874.05,059,6059087405,3,69,0,44,0,3,1
295,6067004012,Census Tract 40.12,067,6067004012,0,0,0,7,0,2,0
296,6067004100,Census Tract 41,067,6067004100,6,38,0,61,0,8,0
297,6067004202,Census Tract 42.02,067,6067004202,0,31,0,27,0,0,0
298,6067004203,Census Tract 42.03,067,6067004203,0,29,0,23,0,2,0
299,6067004300,Census Tract 43,067,6067004300,0,45,0,25,0,1,0
300,6067004401,Census Tract 44.01,067,6067004401,10,63,0,21,0,7,1
301,6111002102,Census Tract 21.02,111,6111002102,4,67,0,15,0,2,0
302,6111002200,Census Tract 22,111,6111002200,31,157,0,49,0,3,0
303,6111002400,Census Tract 24,111,6111002400,9,64,0,20,0,3,0
304,6111002500,Census Tract 25,111,6111002500,7,181,0,104,0,4,0
305,6067004006,Census Tract 40.06,067,6067004006,0,98,0,39,0,0,0
306,6067005502,Census Tract 55.02,067,6067005502,2,33,0,26,0,10,1
307,6099001200,Census Tract 12,099,6099001200,24,141,0,33,0,4,0
308,6099001500,Census Tract 15,099,6099001500,6,11,0,20,0,4,0
309,6099001601,Census Tract 16.01,099,6099001601,4,12,0,18,0,4,0
310,6099001603,Census Tract 16.03,099,6099001603,13,38,0,15,0,1,0
311,6099001700,Census Tract 17,099,6099001700,28,68,0,20,0,0,0
312,6099001300,Census Tract 13,099,6099001300,15,44,0,32,0,1,0
313,6067005601,Census Tract 56.01,067,6067005601,8,65,0,35,0,11,2
314,6067004402,Census Tract 44.02,067,6067004402,7,44,0,20,0,14,3
315,6067004601,Census Tract 46.01,067,6067004601,25,65,0,28,0,21,2
316,6067004602,Census Tract 46.02,067,6067004602,4,85,0,38,0,18,2
317,6067004801,Census Tract 48.01,067,6067004801,1,4,0,7,0,2,0
318,6099001400,Census Tract 14,099,6099001400,5,96,0,53,0,7,1
319,6099001800,Census Tract 18,099,6099001800,14,66,0,14,0,2,0
320,6099001900,Census Tract 19,099,6099001900,17,49,0,20,0,0,0
321,6099002002,Census Tract 20.02,099,6099002002,6,27,0,6,0,1,0
322,6099002702,Census Tract 27.02,099,6099002702,0,2,0,3,0,0,0
323,6099002802,Census Tract 28.02,099,6099002802,1,11,0,25,0,5,0
324,6059099413,Census Tract 994.13,059,6059099413,0,47,0,22,0,0,0
325,6059099417,Census Tract 994.17,059,6059099417,0,54,0,35,0,3,0
326,6067004802,Census Tract 48.02,067,6067004802,2,7,0,6,0,5,0
327,6067004903,Census Tract 49.03,067,6067004903,0,0,0,5,0,1,0
328,6067004904,Census Tract 49.04,067,6067004904,1,36,0,29,0,8,1
329,6067005201,Census Tract 52.01,067,6067005201,0,4,0,3,0,0,0
330,6037135102,Census Tract 1351.02,037,6037135102,0,1,0,2,0,0,0
331,6037135111,Census Tract 1351.11,037,6037135111,0,1,0,3,0,0,0
332,6099003909,Census Tract 39.09,099,6099003909,0,1,0,36,0,8,0
333,6099003905,Census Tract 39.05,099,6099003905,0,3,0,1,0,1,0
334,6059110006,Census Tract 1100.06,059,6059110006,0,1,0,0,0,0,0
335,6059110011,Census Tract 1100.11,059,6059110011,0,1,0,0,0,0,0
336,6067005202,Census Tract 52.02,067,6067005202,0,5,0,1,0,0,0
337,6099003906,Census Tract 39.06,099,6099003906,5,55,0,86,0,11,0
338,6099003907,Census Tract 39.07,099,6099003907,1,26,0,16,0,2,0
339,6099000506,Census Tract 5.06,099,6099000506,0,29,0,27,0,3,0
340,6075025200,Census Tract 252,075,6075025200,11,239,0,14,0,13,1
341,6075025300,Census Tract 253,075,6075025300,7,254,0,19,0,9,0
342,6075025402,Census Tract 254.02,075,6075025402,3,43,0,5,0,4,1
343,6067005605,Census Tract 56.05,067,6067005605,0,38,0,17,0,10,2
344,6037910404,Census Tract 9104.04,037,6037910404,0,0,0,2,0,0,0
345,6037910602,Census Tract 9106.02,037,6037910602,0,0,0,4,0,2,0
346,6037910603,Census Tract 9106.03,037,6037910603,0,1,0,2,0,0,0
347,6075025500,Census Tract 255,075,6075025500,6,77,0,12,0,1,0
348,6075025600,Census Tract 256,075,6075025600,3,22,0,2,0,1,0
349,6067005702,Census Tract 57.02,067,6067005702,9,15,0,16,0,4,1
350,6067005606,Census Tract 56.06,067,6067005606,1,41,0,34,0,8,2
351,6067005701,Census Tract 57.01,067,6067005701,0,41,0,20,0,2,1
352,6067005801,Census Tract 58.01,067,6067005801,0,20,0,14,0,5,0
353,6067002900,Census Tract 29,067,6067002900,20,71,0,23,0,1,0
354,6067003000,Census Tract 30,067,6067003000,22,153,0,83,0,6,0
355,6067003101,Census Tract 31.01,067,6067003101,1,15,0,15,0,0,0
356,6059074701,Census Tract 747.01,059,6059074701,2,28,0,17,0,0,0
357,6059074702,Census Tract 747.02,059,6059074702,3,15,0,10,0,0,0
358,6067002800,Census Tract 28,067,6067002800,12,44,0,17,0,5,0
359,6067003102,Census Tract 31.02,067,6067003102,7,10,0,12,0,2,0
360,6067004905,Census Tract 49.05,067,6067004905,1,24,0,23,0,2,0
361,6071004900,Census Tract 49,071,6071004900,17,68,0,12,0,3,0
362,6071006100,Census Tract 61,071,6071006100,0,1,0,5,0,0,0
363,6071007104,Census Tract 71.04,071,6071007104,0,2,0,2,0,0,0
364,6071007302,Census Tract 73.02,071,6071007302,1,9,0,10,0,1,0
365,6071008500,Census Tract 85,071,6071008500,1,0,0,1,0,0,0
366,6071008703,Census Tract 87.03,071,6071008703,0,1,0,0,0,0,0
