county_air_basin_district_id,<100,100,101 - 199,200,>200
0,0.044938170733623495,0.5307025124522728,0.2873136087236617,0.06107505931524284,0.07597064877519916
8,0.12383195065718171,0.5879815555599346,0.23076832128007568,0.019707568920330265,0.037710603582477784
9,0.2547869054972205,0.7245213094502779,0.01945645460160593,0.0009264978381717109,0.00030883261272390367
11,0.07580932321192181,0.669436368958959,0.1965261194648147,0.02021581952317915,0.03801236884112538
16,0.07691563552577192,0.4911330677430986,0.31147710383522853,0.039502150225575815,0.08097204267032512
18,0.013888888888888888,0.9861111111111112,0.0,0.0,0.0
19,0.2652535090232025,0.6786021197364652,0.04697794328272701,0.0037238613577771414,0.005442566599828129
20,0.16781223903433212,0.5725039272595612,0.19314817302133275,0.02099988904396779,0.045535771640806126
21,0.40729951996969765,0.4605428203055003,0.0938980063081372,0.015031722791605662,0.023227930625059186
22,0.04307480301834791,0.6211395485813987,0.29693386528566507,0.01361368258448818,0.02523810053010013
23,0.07936371650009731,0.6567240214765715,0.21338622339755697,0.024378656226030613,0.026147382399743565
24,0.15023783017913167,0.6591564618965692,0.13272948082177918,0.031436595486286814,0.026439631616233174
25,0.14599484132401228,0.5762988295984424,0.18927598916534347,0.04484024629444688,0.043590093617755045
26,0.1270648399703622,0.588978803155555,0.20078162455870174,0.04769653208583342,0.03547820022954773
27,0.11107170140783586,0.7309287351304158,0.13156171559532903,0.015196987886063516,0.011240859980355778
28,0.07704961372381987,0.6154716094351261,0.2504479628704873,0.026136063214170314,0.030894750756396323
29,0.17087027320426995,0.6230866654604668,0.11684458114709607,0.05616066582232676,0.03303781436584042
30,0.17467542875460812,0.5942512154725651,0.11497569054869905,0.07085537212160069,0.045242293102527115
31,0.2217902283982556,0.611220341488654,0.12496119447113607,0.01955798654741666,0.02247024909453766
32,0.0885351902511813,0.6371549365829395,0.2486943546381497,0.013678189505098234,0.011937329022631187
33,0.25890565188020714,0.5591983787435262,0.14431434361630263,0.016527809052015313,0.02105381670794866
34,0.27253218884120173,0.6072961373390557,0.10339445961763559,0.011900117050331643,0.004877097151775264
36,0.1373602430885583,0.676097364103494,0.13346474309294512,0.016883424530536685,0.03619422518446596
37,0.16396258356296414,0.5666341270527759,0.1618124976830971,0.05538942503737937,0.05220136666378341
38,0.11144973244976789,0.6043623090825331,0.15450582940571955,0.0785995251426344,0.051082603919345125
40,0.324890088900112,0.5279229230201433,0.10929598622145387,0.012088602267503221,0.02580239959078754
41,0.11281889321682984,0.6237498684072007,0.19117801873881463,0.05035617784328175,0.02189704179387304
44,0.7273470722930978,0.14098789663068367,0.10173372587504088,0.0013084723585214263,0.0286228328426562
45,0.7705585443366637,0.1798288432378539,0.040410859314957526,0.00429969050536942,0.004902062605155474
47,,,,,
52,0.15541264737406216,0.6339764201500536,0.1677384780278671,0.02679528403001072,0.01607717041800643
54,0.33268792637197386,0.48460381693676946,0.12932664691721366,0.0178003239942946,0.03558128577974842
57,0.14133595445795963,0.6157922758733669,0.1949461440799443,0.02515460539787853,0.022771020190850637
61,0.1609886935988947,0.5301712343806477,0.23248892837477664,0.02560577244643225,0.05074537119924872
71,0.1478113666688219,0.4769204544786603,0.23896572600791163,0.0400637163564119,0.09623873648819425
72,0.14367785162661786,0.5841293759922503,0.21950596022926028,0.014611306945079785,0.038075505206791704
73,0.246998784100834,0.5466579898275479,0.16531091055434727,0.022160190433784872,0.018872125083486034
74,0.1849545714467247,0.6300908571065507,0.1634792553529449,0.014676917212021095,0.006798398881758688
75,0.11415838189921151,0.6493543595017712,0.22460290252542567,0.008170494800594218,0.003713861272997372
76,0.049466871783990236,0.6267306774176437,0.20022810460983503,0.05376372606227786,0.06981062012625325
77,0.12495747937749808,0.6442299515264903,0.16223743515605069,0.034112169402160046,0.03446296453780083
78,0.1709146968139774,0.5827338129496403,0.14964028776978416,0.05560123329907503,0.041109969167523124
79,0.11294608959757023,0.5592255125284739,0.2422171602126044,0.039104024297646166,0.04650721336370539
80,0.1282976000835662,0.6068576502232784,0.19122816180502963,0.0340297182252631,0.039586869662862664
81,0.19267886855241265,0.5524496210020337,0.2134220743205768,0.0157885006470697,0.025660935477907192
82,0.31900906511660093,0.4971974257836828,0.15050861532073906,0.01986021728600097,0.013424676492976264
83,0.09732016925246827,0.5684062059238364,0.27221438645980256,0.0465444287729196,0.015514809590973202
84,0.1279194152255304,0.562466571581387,0.21073275093599572,0.04055981458370476,0.058321447673382064
85,0.05735178897884565,0.4191433794724471,0.3521023765996344,0.06508226691042047,0.10632018803865238
86,0.03993158407705391,0.398809410055994,0.339719456494735,0.07506640931068091,0.1464731400615361
87,0.2309363887791387,0.6106282101935994,0.11299881469774793,0.01471750296325563,0.030719083366258396
88,0.16121192482177576,0.6155217109526896,0.1798444588464031,0.017012313674659753,0.026409591704471807
89,0.23663725998962118,0.5796574987026466,0.13648157758173327,0.02542812662169175,0.021795537104307212
90,0.13955716951631614,0.5787058052151107,0.2476925404751097,0.015937862510717708,0.01810662228274575
91,0.31341991341991343,0.4932900432900433,0.11341991341991342,0.06385281385281386,0.016017316017316017
92,0.09601395329050921,0.5715744246394691,0.2708980303739312,0.02629004126430425,0.03522355043178628
93,0.23589151058136706,0.6508756993432255,0.10386767209924593,0.007115057163707127,0.0022500608124543906
94,0.19023795779616445,0.5287024565454429,0.1487396574947085,0.07497915464049772,0.05734077352318646
95,0.1951219512195122,0.6707317073170732,0.12195121951219512,0.007317073170731708,0.004878048780487805
96,0.3278322925958965,0.5845227475468332,0.028099910793933987,0.058429973238180194,0.0011150758251561106
97,0.35324675324675325,0.6249350649350649,0.0187012987012987,0.0025974025974025974,0.0005194805194805195
98,0.22144875085399857,0.5959525084476615,0.11612533929131968,0.04776852484443377,0.018704876562586552
99,0.18396226415094338,0.5916037735849057,0.18254716981132074,0.025754716981132075,0.016132075471698114
100,0.25996227304880926,0.6591605753360057,0.038316434803112476,0.0392596085828814,0.0033011082291912286
101,0.40521064301552107,0.5210643015521065,0.06097560975609756,0.009053954175905396,0.003695491500369549
102,0.1239488688136211,0.6737392934315691,0.1308218999765692,0.0462367550961964,0.025253182682044205
103,,,,,
104,0.34873323397913564,0.5185461169067727,0.09148865706242755,0.03154495777446597,0.009687034277198211
105,0.5655136268343816,0.39308176100628933,0.031446540880503145,0.006289308176100629,0.003668763102725367
106,0.4421768707482993,0.4926435690555292,0.04587881664293624,0.013605442176870748,0.005695301376364499
107,0.28907563025210087,0.5689075630252101,0.09201680672268908,0.040756302521008404,0.009243697478991597
